team_1,team_2
13453,12827
13453,12822
13456,12739
13454,12801
13453,12830
13453,12828
13452,12860
13453,12842
8168,12835
13456,12750
13456,12744
13457,12726
13452,12880
13458,12691
13454,12827
13454,12828
13458,12702
13454,12822
13456,12774
13453,12864
13456,12771
13452,12893
13456,12769
13457,12739
13453,12860
13454,12830
13457,12750
13454,12842
13456,12780
13457,12744
13452,12900
13453,12880
12671,4353
13456,12783
13454,12860
13459,12702
13458,12744
13458,12739
13456,12801
13457,12771
8168,12889
13457,12769
13453,12893
13457,12783
13457,12780
13458,12750
13453,12900
13456,12822
13453,12912
13454,12880
13456,12830
13453,12920
13456,12827
13456,12828
13452,12952
13453,12918
13454,12888
13460,12702
13459,12744
13454,12900
13458,12774
13458,12771
13454,12893
13458,12769
13459,12739
13457,12801
13458,12783
13459,12750
13458,12780
13456,12842
13452,12966
13457,12822
13453,12944
13454,12912
13457,12830
13459,12769
13453,12952
13457,12828
13456,12860
13461,12702
13457,12827
13454,12918
13460,12744
12671,4432
13458,12801
13460,12739
13452,13000
13459,12783
13457,12842
13453,12966
13459,12780
13460,12750
13458,12822
13454,12944
13452,13003
13456,12880
13456,12893
13460,12769
13459,12801
13461,12739
13454,12953
13457,12860
13458,12830
13458,12827
13454,12952
13452,13014
13458,12828
13456,12888
13462,12702
13461,12744
13456,12900
13452,13021
13453,12991
13452,13022
13460,12771
13453,13003
13460,12783
13453,13000
13452,13032
13461,12750
13453,12996
13458,12842
13453,12997
13460,12780
13454,12966
13456,12918
13452,13042
13459,12822
13452,13039
13457,12880
13462,12726
13456,12912
13462,12739
13460,12801
13458,12864
13459,12830
13457,12893
13461,12769
13453,13014
13459,12828
13458,12860
13463,12702
13459,12827
13456,12920
13457,12900
12675,4375
13454,12991
13453,13022
13462,12744
13453,13021
13454,13003
13453,13034
1285,13404
13452,13066
13458,12880
13453,13032
13464,12691
13453,13033
13454,13000
13461,12783
13459,12842
13454,12997
13461,12780
13462,12750
13452,13073
13453,13042
13464,12702
13460,12822
13453,13039
13457,12912
13456,12944
13462,12771
13458,12893
13462,12769
13463,12739
13461,12801
13459,12860
13456,12953
13460,12830
13457,12920
13460,12827
8168,13041
13454,13014
13456,12952
13460,12828
13455,12996
13460,12842
13452,13090
13462,12780
8177,12773
13456,12966
13458,12900
13454,13021
13454,13022
13459,12880
13453,13066
13452,13098
13458,12912
13454,13034
13462,12783
13454,13032
13461,12827
13454,13042
13453,13073
13461,12822
13454,13039
13457,12944
8177,12787
13464,12739
13462,12801
13460,12864
13461,12830
13459,12893
12673,4491
13461,12828
13457,12952
13457,12953
13456,12997
13457,12966
13461,12842
13453,13090
13464,12750
13456,12996
13459,12900
13464,12744
13453,13098
12678,4355
13456,13003
13454,13066
13460,12880
13452,13126
13456,13000
13463,12783
13462,12827
13458,12952
13456,13014
13462,12828
13454,13073
13452,13134
13462,12822
13456,13021
13456,13022
13460,12893
12674,4491
13464,12769
13458,12953
13462,12830
13457,12996
12675,4470
13457,12997
13462,12842
13454,13090
13464,12780
13458,12966
13460,12900
13461,12880
13452,13160
13454,13098
13460,12912
13453,13126
13456,13033
13456,13034
13457,13003
13457,13000
13464,12783
13467,12691
13456,13032
13457,13014
13459,12952
13462,12860
13467,12702
13463,12827
13453,13134
13456,13042
13463,12822
13456,13039
13457,13022
13457,13021
13464,12801
13463,12830
13461,12893
13452,13172
13458,13000
13463,12842
13459,12966
13458,12996
13461,12900
13464,12822
13457,13039
13453,13160
13461,12912
13452,13192
13460,12944
13457,13034
13458,13003
13456,13066
13457,13032
13454,13126
13457,13033
13463,12860
13464,12830
13464,12827
13460,12952
13464,12828
13458,13014
12679,4395
13456,13073
13461,12918
13457,13042
13452,13198
13468,12702
12674,4548
13454,13134
1285,13547
13467,12744
13458,13021
12671,4650
13458,13022
13454,13144
13453,13172
12674,4553
13462,12893
13467,12739
13459,13000
13458,13032
13467,12750
13459,12996
13464,12842
13456,13090
13460,12966
12678,4438
13458,13039
13453,13192
13463,12880
13457,13066
12673,4602
13454,13160
13456,13098
13462,12912
13458,13034
13459,13003
7654,12744
13454,13172
13463,12893
13467,12769
13461,12952
13459,13014
13464,12860
13453,13198
13457,13073
13458,13042
13454,13179
13463,12900
12673,4623
13459,13022
13459,13021
13467,12771
13459,13032
13456,13126
12674,4600
13467,12783
13460,13000
13467,12780
13457,13090
13461,12966
13452,13246
13460,12996
13456,13134
13459,13039
13453,13222
13457,13098
13454,13192
13460,13003
13459,13034
13458,13066
13464,12880
13464,12893
13467,12801
8177,12950
12678,4490
13460,13014
13462,12952
13458,13073
13459,13042
13454,13198
13464,12888
13470,12702
13452,13273
7654,12783
13464,12900
13460,13021
13460,13022
13456,13144
13457,13126
13460,13034
13461,13003
13461,13000
13460,13032
13453,13246
13461,12996
13458,13090
13468,12780
13457,13134
13464,12918
13460,13042
13460,13039
13467,12822
13459,13066
13454,13222
13464,12912
13456,13160
13458,13098
13468,12801
13467,12830
13456,13172
13463,12952
13461,13014
13467,12828
13455,13198
13467,12827
13464,12920
13462,12996
13456,13179
13453,13273
13461,13022
13462,12991
13470,12744
12679,4495
13461,13021
13462,13003
13452,13313
13461,13034
13460,13066
13461,13032
13458,13126
13452,13310
13462,13000
13452,13307
13467,12842
13459,13090
13454,13246
13470,12750
13461,13042
13460,13073
13456,13198
12671,4762
13458,13134
8168,13279
13461,13039
13457,13160
13452,13315
13459,13098
13456,13192
13453,13285
13458,13144
13457,13172
13470,12769
13464,12953
13467,12860
13468,12828
13462,13014
13464,12952
13453,13307
13464,12966
13470,12780
13468,12842
13460,13090
13454,13273
13452,13335
13457,13179
12675,4650
13462,13022
13467,12880
13461,13066
13458,13160
13460,13098
13456,13222
13452,13343
13462,13033
13462,13034
13453,13313
13463,13000
13453,13310
13470,12783
13462,13032
13473,12702
13457,13198
13452,13353
13459,13134
13461,13073
13462,13039
12673,4731
12678,4576
13457,13192
13454,13285
13465,12944
13452,13348
13454,13299
13470,12801
13452,13357
12673,4738
13458,13172
13467,12893
13463,13014
13454,13307
13461,13090
13456,13246
13464,12996
13458,13179
13467,12900
13453,13335
13461,13098
13457,13222
13459,13160
13467,12912
13458,13192
13454,13313
13464,13003
13462,13066
13463,13032
13460,13126
13453,13343
13454,13310
13464,13000
13470,12827
13464,13014
13470,12828
13462,13073
13458,13198
13453,13353
13468,12888
7654,12893
13460,13134
13453,13348
13463,13039
13470,12822
13464,13021
13464,13022
13452,13387
13470,12830
13453,13357
12671,4831
13457,13246
13473,12750
12673,4783
13455,13307
13462,13090
13470,12842
13456,13273
13453,13366
13454,13335
13452,13396
13459,13192
13456,13285
13454,13348
13463,13066
13460,13160
13458,13222
13462,13098
13468,12912
12671,4851
13461,13126
13454,13343
13464,13034
13464,13032
13467,12952
13465,13014
13453,13387
13470,12860
13459,13198
13475,12702
13453,13384
13454,13353
13461,13134
13464,13042
13464,13039
8177,13099
13452,13425
13465,13022
12678,4651
13454,13357
13460,13172
13456,13310
13473,12780
13456,13307
13463,13090
13467,12966
12673,4810
13453,13396
13457,13273
12673,4822
13459,13222
13460,13192
13457,13285
13456,13313
13464,13066
13470,12880
13462,13126
13454,13387
13468,12953
12674,4797
13464,13073
13454,13384
13460,13198
13462,13134
13461,13179
13470,12900
13454,13396
12679,4650
13453,13425
13457,13299
13474,12769
13470,12893
13475,12739
13457,13310
13467,13000
13474,12783
13457,13307
13464,13090
13458,13273
13456,13335
13461,13192
13458,13285
13453,13440
13456,13348
13452,13469
12671,4912
13457,13315
13462,13160
13464,13098
13470,12912
13460,13222
13463,13126
13456,13343
13457,13313
13467,13003
13456,13357
12674,4831
13462,13172
13475,12769
13467,13014
13454,13417
13452,13477
13456,13353
13461,13198
13463,13134
13457,13335
13459,13273
13456,13366
8191,12739
13454,13425
13467,13022
13467,13021
13467,13032
13467,13033
13464,13126
13457,13343
12675,4817
13458,13310
13458,13307
13464,13134
13457,13348
13453,13472
13467,13039
13463,13160
13461,13222
13454,13440
13453,13471
13462,13192
13459,13285
13458,13313
13468,13003
12678,4725
13467,13034
13453,13469
13456,13387
13457,13357
13453,13478
13468,13014
13453,13479
13470,12952
13453,13476
13467,13042
13457,13353
13462,13198
13453,13477
13456,13384
13460,13273
13457,13366
13458,13335
8191,12771
13456,13396
13468,13021
13464,13144
13458,13343
12679,4725
7934,4359
13459,13313
13459,13310
12673,4908
13459,13307
13474,12842
13456,13400
13470,12966
13467,13073
12678,4762
13463,13192
13454,13471
13460,13285
13458,13348
13454,13472
13467,13066
13454,13469
13464,13160
13462,13222
13458,13357
13473,12893
13464,13172
13456,13417
13454,13479
13457,13387
13454,13477
13463,13198
13457,13384
13458,13353
12679,4748
13470,12996
13457,13396
13458,13366
13461,13273
13459,13335
13456,13425
13460,13313
13470,13003
12674,4912
13459,13343
13460,13310
13470,13000
13460,13307
13457,13400
13467,13090
12671,4998
13464,13198
13458,13384
13459,13348
13467,13098
13456,13440
13464,13192
13461,13285
12673,4958
13465,13172
13458,13387
13459,13357
13457,13417
13470,13014
13468,13090
13461,13307
13462,13273
13460,13335
13459,13366
13458,13396
13465,13179
13470,13021
13457,13425
13470,13022
13456,13469
13464,13222
13467,13126
13460,13343
13461,13313
13470,13034
13461,13310
12675,4908
13456,13466
13470,13032
13460,13353
13456,13477
13459,13384
13456,13478
13467,13134
13456,13476
13470,13042
13462,13285
13456,13471
13457,13440
13460,13348
13456,13472
13462,13299
12678,4836
13456,13481
13460,13357
12678,4831
13456,13479
13458,13417
13456,13480
13459,13387
13462,13307
13459,13396
13463,13273
13461,13335
13458,13425
13467,13160
13458,13440
13457,13471
13462,13313
13457,13469
13470,13066
13457,13466
13461,13343
12679,4817
13462,13310
12674,4970
13457,13478
13470,13073
13457,13476
13457,13477
13460,13384
13461,13353
13468,13134
13461,13348
13457,13472
13459,13425
13467,13172
13460,13387
13461,13357
12679,4831
13470,13090
13464,13273
13462,13335
13461,13366
13467,13192
13459,13440
13464,13285
13462,13348
13458,13472
13458,13469
12675,4975
12679,4851
13462,13343
13463,13313
13463,13310
13461,13387
14280,4382
13458,13477
13462,13353
13467,13198
13461,13384
13458,13478
12674,5011
12673,5042
13460,13425
13464,13299
13462,13357
13464,13310
13464,13307
14280,4394
12679,4870
13461,13396
14280,4391
13462,13366
13463,13348
13459,13472
13464,13315
13460,13440
13474,13003
13464,13313
13459,13469
13463,13343
13470,13126
13462,13387
13463,13357
13459,13476
13463,13353
13459,13477
13462,13384
12679,4900
12679,4901
13462,13396
14280,4419
13460,13466
12675,5033
13464,13335
13461,13440
13464,13348
13460,13472
13460,13469
13470,13160
13464,13343
7934,4553
12675,5035
13464,13357
13462,13417
13464,13353
13460,13477
14280,4453
13467,13273
13464,13366
13462,13425
14280,4447
13461,13472
14280,4468
13462,13440
13470,13192
13461,13469
13464,13387
12678,4985
14280,4475
13461,13478
13461,13476
7940,4408
13465,13353
13470,13198
7654,13273
13464,13384
13461,13477
13464,13396
13467,13313
13467,13310
13467,13307
13468,13285
13462,13472
13462,13469
13470,13222
12679,4987
13462,13477
13462,13478
13467,13335
13464,13425
13467,13343
13468,13307
13467,13353
13474,13134
13467,13348
13464,13440
13467,13357
7654,13343
13470,13273
13464,13469
14280,4558
13464,13466
13464,13477
13467,13384
13464,13478
13464,13476
14280,4561
13464,13471
13470,13285
13464,13472
7934,4688
13474,13172
13464,13482
13467,13387
14280,4568
13467,13400
13470,13307
12679,5061
13474,13179
13467,13396
8177,13557
13470,13313
13470,13310
14280,4584
7934,4711
13467,13425
13475,13172
13470,13335
13475,13192
13470,13343
13468,13417
13475,13198
13470,13357
7934,4760
13470,13366
13467,13472
13468,13440
13467,13469
13470,13387
13467,13477
13470,13384
14280,4667
7654,13466
7654,13471
14280,4675
13473,13307
7654,13480
13468,13472
13468,13469
13468,13476
14280,4696
14280,4704
13470,13440
14280,4727
13470,13472
13470,13469
13470,13477
13470,13478
7934,4878
7934,4912
14280,4793
14280,4802
13473,13478
14280,4843
13473,13477
13475,13425
13473,13481
13474,13469
7934,4988
8191,13425
14280,4898
13475,13466
7940,4842
7940,4839
14280,4913
14280,4933
14280,4947
7688,12702
7934,5081
14280,4983
14280,5024
7959,4390
7959,4399
14280,5057
7688,12830
7688,12827
8219,12783
8219,12780
7959,4463
7959,4499
823,12756
823,12773
7959,4559
7959,4605
11919,13007
7959,4719
8227,12862
8232,12754
7959,4873
7959,4887
7688,13313
8232,12869
7959,4958
8227,13041
7959,4973
7707,12792
7959,5008
7707,12835
7707,12846
8232,12963
8232,12990
7707,12889
8232,13007
11922,13343
576,4625
7982,4515
8242,12886
8232,13196
7982,4561
7707,13099
8242,12955
7982,4654
5594,13172
8232,13312
576,4901
7707,13220
4809,4808
7707,13278
8227,13556
7982,4788
5085,12702
5085,12726
7707,13369
5085,12739
5085,12771
5085,12783
5085,12780
8242,13248
5085,12822
5085,12827
5085,12830
7728,12830
5085,12842
8242,13293
5594,13480
7982,4996
8001,4407
5085,12880
7982,5000
7728,12877
5085,12888
7728,12881
5085,12893
5085,12952
7728,12948
8001,4498
7728,12963
5085,12996
5085,12997
5085,13000
5085,13014
7728,13007
5085,13034
5085,13032
5085,13039
7728,13039
5085,13066
7728,13073
5085,13090
7728,13098
12237,4398
12237,4404
5085,13134
13550,12868
12237,4439
5085,13160
5085,13192
5085,13198
7728,13198
12237,4554
5085,13273
13550,13007
5085,13285
12237,4566
12237,4580
5085,13307
5085,13310
7741,12893
5085,13335
5085,13343
5085,13348
5085,13357
7728,13348
5085,13366
8001,4899
8001,4907
12237,4673
5085,13396
5085,13425
7741,13014
8021,4359
12237,4746
5085,13472
5085,13476
5085,13481
12237,4766
12237,4783
8001,5037
8001,5041
12237,4819
12237,4862
12237,4938
12237,4993
4332,4333
7741,13343
4332,4331
4332,4337
4332,4338
4332,4341
4332,4342
4332,4339
4332,4340
4332,4345
4332,4346
4332,4343
4332,4344
4332,4350
4332,4347
4332,4348
4332,4353
4332,4354
4332,4351
4332,4352
4332,4357
4332,4358
4332,4356
4332,4361
4332,4359
4332,4360
4332,4365
4332,4366
4332,4363
4332,4364
4332,4370
4332,4367
4332,4368
4332,4373
4332,4374
4332,4371
4332,4372
4332,4377
4332,4378
4332,4375
4332,4376
4332,4381
4332,4382
4332,4379
4332,4380
4332,4385
4332,4386
4332,4383
4332,4384
4332,4389
4332,4390
4332,4387
4332,4388
4332,4393
4334,4331
4332,4394
4332,4391
4332,4392
4332,4397
4334,4335
8021,4727
4332,4398
4334,4333
4332,4395
4332,4396
4332,4401
4334,4339
13550,13551
4334,4340
4332,4402
4334,4337
4332,4399
4334,4338
4332,4400
4334,4343
4332,4405
4334,4344
4332,4406
4334,4341
4332,4403
13550,13561
4334,4342
4332,4404
4332,4409
13550,13559
4332,4410
4334,4345
4332,4407
4332,4408
4334,4346
4332,4413
4334,4352
4332,4414
4332,4411
4332,4412
4334,4350
4334,4355
4332,4417
4334,4356
4332,4418
4334,4353
4332,4415
4334,4354
4332,4416
4334,4359
4332,4421
4334,4360
4332,4422
4332,4419
4334,4357
7764,12716
4332,4420
4334,4358
4332,4425
4334,4363
4332,4426
4332,4423
4334,4361
4332,4424
4334,4362
4332,4429
4332,4430
4334,4368
4332,4427
4334,4365
4332,4428
4334,4366
4332,4433
4334,4371
4332,4434
4334,4372
4334,4369
4332,4431
4332,4432
4334,4370
4332,4437
4334,4375
4334,4376
4332,4438
4334,4373
4332,4435
4334,4374
4332,4436
4334,4379
4332,4441
4332,4442
4334,4380
4334,4377
4332,4439
4332,4440
4332,4445
4334,4383
4332,4446
4334,4384
4332,4443
4334,4381
4334,4382
4332,4444
4334,4387
4332,4449
4332,4450
4334,4388
4332,4447
4334,4385
4332,4448
4334,4386
4332,4453
4334,4391
4334,4392
4332,4454
4332,4451
4334,4389
4334,4390
4332,4452
4332,4457
4334,4395
4336,4333
4334,4396
4332,4458
4334,4393
4332,4455
4336,4331
4332,4456
4334,4394
4334,4399
4332,4461
4336,4337
4332,4462
4336,4338
4334,4400
4336,4335
4334,4403
4336,4341
4332,4466
4336,4342
4332,4463
8021,4793
4336,4340
4332,4464
4336,4345
4332,4469
4334,4407
4332,4470
4334,4408
4336,4346
4336,4343
4334,4405
4332,4467
4336,4344
4334,4406
4332,4468
4334,4411
4332,4473
4334,4412
4332,4474
4336,4350
4332,4471
4334,4409
4336,4347
4332,4472
4336,4348
7741,13480
4334,4415
4336,4353
4332,4477
4336,4354
4334,4416
4332,4478
4334,4413
4332,4475
4336,4351
4334,4414
4332,4476
4336,4352
4336,4357
4334,4419
4332,4481
4332,4482
4336,4358
4336,4355
4332,4479
4334,4417
4336,4356
4332,4480
4334,4423
4336,4361
4332,4485
4334,4424
4332,4486
4336,4362
4334,4421
4332,4483
4336,4359
4334,4422
4332,4484
4336,4360
4332,4489
4336,4365
4334,4427
4332,4490
4336,4366
4336,4363
4334,4425
4332,4487
4334,4426
4332,4488
4336,4364
4334,4431
4332,4493
4336,4369
4336,4370
4334,4432
4332,4494
4332,4491
4336,4367
4334,4429
4336,4368
4334,4430
4332,4492
4332,4497
4336,4373
4332,4498
4334,4436
4336,4374
4334,4433
4336,4371
4332,4495
4332,4496
4336,4372
4334,4434
4332,4501
4336,4377
4336,4378
4332,4502
4334,4437
4336,4375
4332,4499
4336,4376
4334,4438
4332,4500
4332,4505
4334,4443
4336,4381
4334,4444
4332,4506
4336,4382
4336,4379
4332,4503
4334,4441
4334,4442
4336,4380
4332,4504
4334,4447
4332,4509
4336,4385
4336,4386
4334,4448
4332,4510
4332,4507
4334,4445
4336,4383
4332,4508
4334,4446
4336,4384
4334,4451
4332,4513
4336,4389
4334,4452
4332,4514
4336,4390
4334,4449
4332,4511
4336,4387
4336,4388
4334,4450
4332,4512
4334,4455
4336,4393
4332,4517
4336,4394
4334,4456
4332,4518
4334,4453
4332,4515
4336,4391
4332,4516
4336,4392
4332,4521
4336,4397
4336,4398
4332,4522
4334,4460
4332,4519
4336,4395
4334,4457
4336,4396
4332,4520
4334,4458
4336,4401
4332,4525
4334,4463
4332,4526
4336,4402
4334,4464
4336,4399
4332,4523
12261,4491
4334,4462
4336,4400
4332,4524
4336,4405
4334,4467
4332,4529
4334,4468
4332,4530
4336,4406
4332,4527
4336,4403
4336,4404
4332,4528
4336,4409
4332,4533
4332,4534
4336,4410
4334,4469
4336,4407
4332,4531
4334,4470
4332,4532
4336,4408
4332,4537
4336,4413
4334,4475
4334,4476
4332,4538
4336,4414
4336,4411
4334,4473
4332,4535
4332,4536
4336,4412
4334,4474
4336,4417
4332,4541
4334,4479
4332,4542
4334,4480
4336,4418
4334,4477
4336,4415
4332,4539
4336,4416
4332,4540
4334,4483
4332,4545
4336,4421
4334,4484
4336,4422
4332,4546
4332,4543
4334,4481
4336,4419
4336,4420
4332,4544
4334,4482
4332,4549
4336,4425
4334,4488
4332,4550
4336,4426
4332,4547
4334,4485
4336,4423
4334,4486
4336,4424
4332,4548
4332,4553
4336,4429
4334,4491
4332,4554
4336,4430
4334,4492
4336,4427
4332,4551
4334,4489
4332,4552
4334,4490
4336,4428
4332,4557
4334,4495
4336,4433
4332,4558
4336,4434
4334,4496
4334,4493
4332,4555
4336,4431
4332,4556
4336,4432
4334,4494
4332,4561
4334,4499
4336,4437
4336,4438
4334,4500
4332,4562
4334,4497
4332,4559
4336,4435
4332,4560
4336,4436
4334,4498
4332,4565
4334,4503
4336,4441
7764,12862
4336,4442
4334,4504
4332,4566
4334,4501
4332,4563
4336,4440
4332,4564
4334,4502
4332,4569
4334,4507
4336,4445
4336,4446
4334,4508
4332,4570
4332,4567
4336,4443
4334,4506
4336,4444
4332,4568
4334,4511
4332,4573
4336,4449
14613,13547
4334,4512
4336,4450
4332,4574
4332,4571
4336,4447
4334,4509
4336,4448
4334,4510
4332,4572
4336,4453
4334,4515
4332,4577
4336,4454
4332,4578
4334,4516
4332,4575
4336,4451
4334,4513
4332,4576
4336,4452
4334,4514
4332,4581
4336,4457
4332,4582
4336,4458
4334,4520
4336,4455
4334,4517
14613,13553
4336,4456
4334,4518
4332,4580
4334,4523
4332,4585
4336,4461
4336,4462
4334,4524
4332,4586
4336,4459
4334,4521
4332,4583
4334,4522
4332,4584
4336,4460
4332,4589
4334,4527
4336,4466
4334,4528
4332,4590
4336,4463
4334,4525
4334,4526
4332,4588
4336,4464
8021,4916
14613,13560
4334,4531
4332,4593
4336,4469
4336,4470
4334,4532
4332,4594
4332,4591
4336,4467
4334,4529
14613,13557
4332,4592
4336,4468
4334,4530
14613,13556
4332,4597
4336,4473
4332,4598
4336,4474
4334,4536
12261,4560
4332,4595
4334,4533
4336,4471
4332,4596
4336,4472
4336,4477
4334,4539
4332,4601
4334,4540
4336,4478
4332,4602
4336,4475
4334,4537
4332,4599
4334,4538
4332,4600
4336,4476
4336,4481
4332,4605
4332,4606
4334,4544
4336,4482
4336,4479
4334,4541
4332,4603
4332,4604
4336,4480
4334,4547
4336,4485
4332,4609
4332,4610
4334,4548
4336,4486
4334,4545
4332,4607
4336,4483
4334,4546
4332,4608
4336,4484
4336,4489
4332,4613
4334,4551
14614,13556
4336,4490
4334,4552
4336,4487
4332,4611
4332,4612
4334,4550
4336,4488
4332,4617
4336,4493
8021,4947
4332,4618
4336,4494
4332,4615
4334,4553
4336,4491
4336,4492
4332,4616
4334,4554
4334,4559
4336,4497
4332,4621
4336,4498
4334,4560
4332,4622
4334,4557
4336,4495
4332,4619
4334,4558
4336,4496
4332,4620
4332,4625
4334,4563
4336,4501
4334,4564
4332,4626
4336,4499
4332,4623
4334,4561
14614,13558
4334,4562
4332,4624
4336,4500
4332,4629
4336,4505
4334,4567
4332,4630
4334,4568
4336,4506
4332,4627
4334,4565
4336,4503
4336,4504
4334,4566
4332,4628
4332,4633
4336,4509
4334,4571
4334,4572
4332,4634
4336,4510
4332,4631
4334,4569
4336,4507
4334,4570
4332,4632
4336,4508
4336,4513
4332,4637
4334,4575
4336,4514
4334,4576
4332,4638
4334,4573
4336,4511
4332,4635
14615,13547
4334,4574
4332,4636
4336,4512
4332,4641
4336,4517
4336,4518
4332,4642
4334,4580
4334,4577
4332,4639
4336,4515
4334,4578
4332,4640
4336,4516
4336,4521
4332,4645
4334,4583
14615,13557
4334,4584
4336,4522
4332,4646
14615,13556
4336,4519
4332,4643
