gender_1,gender_2
3263,13660
6170,13660
8284,13660
4056,13660
885,13661
6963,13660
8020,13660
4849,13660
3792,13660
6699,13660
7756,13660
3528,13660
5642,13661
1414,13661
5378,13661
4321,13661
1150,13660
3264,13661
6171,13660
8285,13660
4057,13661
5907,13660
6964,13661
8021,13660
622,13661
7757,13660
3529,13660
1415,13660
358,13660
5379,13660
4322,13660
8286,13660
3265,13660
1151,13660
4058,13660
6172,13660
8022,13660
12250,13660
887,13660
3794,13660
6965,13660
623,13661
3530,13660
7758,13661
1416,13661
4323,13660
8287,13660
3266,13660
1152,13660
4059,13661
8023,13660
6173,13660
12251,13660
888,13660
3795,13660
5909,13660
6966,13661
7759,13660
624,13660
5645,13660
3531,13660
360,13660
8288,13660
5381,13660
4324,13660
3267,13660
6174,13660
1153,13661
8024,13660
4060,13660
5910,13660
889,13661
6967,13660
3796,13660
625,13660
5646,13660
7760,13660
3532,13660
1418,13660
3268,13660
8289,13660
4325,13660
1154,13660
6175,13661
8025,13660
4061,13660
6968,13660
626,13660
3797,13661
7761,13660
3533,13660
1419,13660
362,13661
5383,13661
4326,13660
12254,13660
3269,13660
4062,13660
6176,13661
8290,13660
891,13660
6969,13660
8026,13660
7762,13660
12783,13660
5648,13661
3534,13660
1420,13661
363,13661
4327,13660
3270,13661
1156,13661
4063,13660
8291,13660
892,13661
3799,13660
8027,13660
6970,13661
7763,13660
628,13660
3535,13661
5649,13661
1421,13660
364,13661
3271,13660
4328,13660
1157,13661
4064,13661
8292,13660
5914,13660
893,13661
6971,13660
3800,13661
8028,13660
629,13661
5650,13660
7764,13660
3536,13660
365,13660
1422,13661
4329,13661
3272,13661
1158,13660
6179,13660
9086,13660
8293,13661
4065,13660
5915,13660
6972,13660
8029,13660
3801,13661
5651,13660
7765,13660
3537,13660
1423,13660
4330,13660
8294,13660
3273,13661
6180,13661
8030,13660
4066,13661
895,13661
4859,13660
6973,13660
7766,13660
631,13660
3538,13660
12787,13660
1424,13660
367,13660
3274,13660
8295,13660
5388,13660
1160,13660
4067,13661
6181,13660
8031,13661
6974,13660
896,13660
3803,13660
5917,13660
7767,13660
632,13660
3539,13660
1425,13660
8296,13660
5389,13660
3275,13661
1161,13660
4068,13661
8032,13660
6182,13661
897,13661
6975,13660
3804,13661
5918,13661
633,13660
6711,13660
7768,13660
3540,13660
1426,13660
5390,13660
369,13661
3276,13660
8297,13660
1162,13660
6183,13660
8033,13660
898,13660
4069,13661
5919,13660
12261,13660
634,13660
5655,13661
7769,13660
3541,13660
1427,13661
5391,13660
3277,13660
1163,13661
4070,13660
8298,13660
899,13660
3806,13660
5920,13660
8034,13660
6977,13660
7770,13660
635,13660
8827,13660
5656,13660
1428,13660
3542,13661
371,13660
3278,13660
1164,13660
4071,13661
8299,13660
6185,13660
6978,13660
900,13660
3807,13660
9092,13660
8035,13660
6714,13660
7771,13660
12792,13660
8828,13660
5657,13660
3543,13661
1429,13660
5393,13661
3279,13660
1165,13660
4072,13661
8300,13660
6186,13661
5922,13660
6979,13660
901,13661
8036,13661
3808,13660
637,13661
7772,13660
3544,13660
1430,13660
373,13660
3280,13660
1166,13660
6187,13661
12265,13660
8301,13660
4073,13660
902,13660
5923,13660
6980,13660
8037,13660
3809,13660
638,13660
5659,13660
7773,13660
3545,13661
1431,13660
374,13660
5395,13660
8302,13660
3281,13660
1167,13661
4074,13660
9095,13660
6188,13660
8038,13660
903,13661
5924,13661
3810,13660
7774,13660
639,13661
3546,13660
5660,13660
1432,13660
8303,13660
4075,13660
8039,13660
6189,13661
6982,13660
904,13661
3811,13660
640,13661
3547,13660
5661,13661
376,13660
8304,13660
3283,13660
5397,13661
6190,13660
9097,13660
8040,13660
4076,13660
905,13660
6983,13660
3812,13661
5926,13661
641,13660
6719,13661
5662,13660
7776,13660
3548,13660
1434,13661
12797,13660
12797,13661
3284,13660
8305,13661
1170,13660
6191,13661
8041,13660
9098,13661
906,13660
4077,13661
6984,13660
3813,13661
642,13661
7777,13660
3549,13660
1435,13660
378,13661
3285,13660
1171,13660
4078,13660
8306,13660
907,13660
3814,13660
8042,13660
7778,13660
5664,13661
3550,13660
6721,13660
1436,13660
3286,13660
1172,13660
4079,13661
6193,13661
8307,13660
6986,13660
908,13660
3815,13660
9100,13660
8043,13660
5929,13660
7779,13660
644,13661
5665,13660
3551,13660
1437,13660
380,13660
6194,13660
1173,13660
4080,13661
8308,13660
909,13660
8044,13660
3816,13660
6723,13660
7780,13660
3552,13660
1438,13661
5402,13661
3288,13661
1174,13660
6195,13661
9102,13660
8309,13660
910,13660
4081,13661
6988,13660
8838,13660
8045,13660
646,13660
5667,13661
7781,13660
3553,13660
1439,13660
382,13661
8310,13660
3289,13661
1175,13660
4082,13660
8046,13660
911,13661
3818,13660
5932,13660
6989,13660
7782,13660
647,13660
5668,13660
3554,13661
1440,13661
5404,13661
8311,13660
1176,13661
4083,13660
8047,13660
6197,13660
6990,13660
912,13661
3819,13660
5933,13660
4876,13660
6726,13660
7783,13660
3555,13660
1441,13660
384,13660
8312,13660
5405,13660
3291,13660
1177,13660
9105,13660
8048,13660
4084,13660
5934,13660
913,13661
6991,13660
3820,13660
5670,13660
649,13661
7784,13660
3556,13660
1442,13660
5406,13660
3292,13660
8313,13660
1178,13661
8049,13660
4085,13660
914,13660
6992,13660
3821,13660
650,13660
5671,13660
7785,13660
3557,13661
1443,13660
386,13660
5407,13660
3293,13660
1179,13660
4086,13660
6200,13660
8314,13660
8050,13661
915,13661
3822,13660
5936,13660
6993,13660
7786,13660
5672,13661
8843,13660
3558,13660
6729,13660
1444,13660
3294,13660
4087,13660
8315,13660
6201,13660
916,13660
3823,13660
6994,13661
8051,13661
5937,13660
7787,13660
652,13660
5673,13660
3559,13660
1445,13660
388,13661
14658,13660
5409,13660
1181,13660
6202,13660
8316,13660
4088,13660
917,13660
6995,13660
8052,13660
653,13660
7788,13660
3560,13660
1446,13660
5410,13660
3296,13660
12281,13660
8317,13660
4089,13661
918,13661
5939,13660
6996,13660
8053,13660
3825,13660
5675,13660
7789,13660
3561,13660
1447,13661
390,13660
3297,13660
1183,13660
6204,13661
9111,13660
8054,13660
8318,13661
12282,13660
4090,13661
3826,13660
5940,13661
7790,13660
655,13660
5676,13661
3562,13660
1448,13660
391,13661
3298,13660
8319,13661
5412,13660
1184,13661
4091,13660
8055,13660
6205,13660
920,13661
3827,13660
5941,13660
7791,13660
5677,13660
3563,13661
392,13660
1449,13661
8320,13660
3299,13660
1185,13660
6206,13660
8056,13660
4092,13660
921,13660
5942,13660
6999,13660
657,13660
5678,13660
7792,13661
6735,13660
1450,13660
3564,13661
5414,13660
393,13661
8321,13660
3300,13660
1186,13660
6207,13660
8057,13660
922,13660
4093,13661
5943,13661
7000,13660
3829,13660
658,13660
5679,13660
6736,13660
7793,13660
3565,13660
1451,13660
394,13660
5415,13660
13343,13660
3301,13660
1187,13661
6208,13660
8322,13660
923,13660
4094,13661
3830,13660
9115,13660
5944,13660
7001,13660
8058,13660
7794,13660
659,13660
3566,13660
8851,13660
1452,13661
4359,13660
5416,13660
12287,13660
1188,13660
3302,13661
4095,13660
8323,13660
7002,13660
924,13660
3831,13660
8059,13660
5945,13660
7795,13660
660,13660
5681,13661
3567,13660
1453,13661
396,13660
3303,13660
6210,13660
1189,13660
8324,13660
4096,13660
925,13660
5946,13660
7003,13660
8060,13660
3832,13660
6739,13660
7796,13660
3568,13660
5682,13661
1454,13660
8589,13660
3304,13660
5418,13661
1190,13660
12289,13660
8325,13660
926,13660
4097,13661
7004,13661
8061,13660
3833,13660
662,13661
7797,13660
3569,13660
1455,13660
398,13660
8326,13660
3305,13660
1191,13660
4098,13660
6212,13660
927,13660
3834,13660
8062,13661
7798,13660
663,13660
3570,13660
5684,13660
6741,13660
1456,13661
8327,13660
5420,13660
1192,13661
135,13661
4099,13660
8063,13661
6213,13660
7006,13660
928,13661
3835,13660
8856,13660
7799,13660
664,13661
8592,13660
3571,13660
1457,13661
400,13660
8328,13660
3307,13661
1193,13660
8064,13660
4100,13660
7007,13660
929,13661
3836,13660
5950,13661
665,13661
7800,13660
1458,13660
3572,13661
5422,13660
3308,13660
8329,13660
1194,13660
6215,13660
8065,13660
4101,13660
5951,13661
7008,13660
3837,13660
5687,13661
7801,13660
3573,13660
402,13660
1459,13661
5423,13660
12294,13660
3309,13660
1195,13660
6216,13660
8330,13660
4102,13661
931,13660
5952,13660
8066,13660
7009,13660
7802,13660
3838,13661
667,13660
5688,13660
3574,13661
403,13660
3310,13660
1196,13660
4103,13661
8331,13660
6217,13660
7010,13660
932,13660
3839,13660
8067,13660
5953,13661
7803,13660
668,13660
3575,13660
1461,13660
404,13660
3311,13661
5425,13661
1197,13660
12296,13661
6218,13660
13353,13660
8332,13661
4104,13660
7011,13660
8068,13660
3840,13660
669,13661
7804,13660
3576,13660
5690,13661
1462,13660
3312,13660
1198,13660
6219,13660
12297,13660
8333,13660
4105,13661
934,13661
5955,13660
7012,13660
8069,13660
3841,13661
670,13660
7805,13660
3577,13660
1463,13661
5427,13660
406,13661
3313,13660
1199,13660
4106,13660
6220,13660
8070,13660
8334,13661
935,13661
3842,13660
5956,13660
7013,13660
7806,13660
671,13661
1464,13660
3578,13661
407,13660
8335,13661
3314,13661
1200,13660
4107,13660
8071,13660
6221,13660
7014,13660
936,13661
3843,13660
8864,13660
7807,13660
672,13660
8600,13660
3579,13660
1465,13660
8336,13660
5429,13660
3315,13660
1201,13660
8072,13660
4108,13660
6222,13661
5958,13660
937,13661
7015,13660
8865,13660
3844,13660
673,13660
5694,13660
7808,13661
3580,13660
1466,13660
409,13661
5430,13660
8337,13660
3316,13661
1202,13660
6223,13661
8073,13660
4109,13660
938,13661
5959,13660
7016,13660
3845,13661
674,13660
7809,13660
3581,13661
1467,13661
5431,13660
8602,13660
3317,13660
1203,13661
6224,13660
8338,13660
7017,13660
8074,13660
7810,13660
3846,13661
675,13660
3582,13660
6753,13660
5696,13660
411,13660
1468,13661
3318,13660
1204,13660
8339,13660
7018,13660
940,13660
3847,13660
8075,13660
5961,13661
7811,13660
676,13660
5697,13660
3583,13661
1469,13660
412,13660
5433,13660
3319,13661
6226,13660
1205,13660
8340,13661
4112,13660
941,13660
7019,13660
8076,13660
3848,13660
5962,13661
677,13660
5698,13660
7812,13660
8869,13660
3584,13660
1470,13660
413,13660
5434,13660
3320,13660
1206,13660
6227,13660
12305,13660
8341,13660
4113,13660
942,13660
5963,13661
7020,13660
8077,13660
3849,13661
6756,13660
7813,13660
3585,13660
1471,13660
414,13660
8342,13660
3321,13661
1207,13660
8078,13660
4114,13661
943,13660
3850,13660
5964,13660
7021,13660
7814,13660
679,13660
3586,13660
5700,13660
1472,13660
8343,13660
3322,13660
5436,13660
1208,13661
4115,13660
8079,13661
6229,13660
944,13660
3851,13660
7022,13661
7815,13660
680,13660
3587,13660
1473,13660
416,13661
8344,13660
3323,13661
4380,13660
1209,13660
8080,13661
6230,13661
4116,13660
945,13661
7023,13660
3852,13660
5702,13660
6759,13660
7816,13660
3588,13660
1474,13661
3324,13660
8345,13660
5438,13661
1210,13661
6231,13660
8081,13660
4117,13660
946,13660
5967,13660
7024,13660
12309,13660
682,13660
3853,13661
5703,13660
6760,13660
7817,13660
3589,13660
1475,13660
418,13660
5439,13660
3325,13660
12310,13660
1211,13660
4118,13660
6232,13661
8346,13660
947,13661
3854,13660
5968,13660
7025,13660
8082,13660
7818,13660
683,13660
5704,13661
3590,13660
1476,13660
12311,13660
3326,13661
1212,13661
4119,13660
8347,13660
6233,13660
7026,13660
948,13661
8083,13660
5969,13660
7819,13660
684,13661
3591,13660
1477,13660
420,13661
5441,13660
3327,13660
1213,13660
8348,13661
4120,13660
5970,13660
7027,13660
8084,13660
3856,13660
7820,13660
1478,13660
3592,13661
6499,13660
3328,13661
1214,13661
6235,13660
12313,13660
8349,13661
4121,13660
950,13660
5971,13660
7028,13660
8085,13661
686,13660
5707,13661
7821,13660
3593,13660
1479,13660
422,13660
8350,13660
3329,13660
1215,13660
6236,13661
8086,13660
12314,13660
5972,13660
8879,13660
7029,13660
7822,13660
687,13660
3858,13661
3594,13660
6765,13660
1480,13661
423,13661
3330,13660
8351,13661
5444,13660
1216,13661
6237,13660
8087,13661
7030,13660
12315,13660
952,13660
14429,13661
14429,13660
3859,13661
5973,13660
7823,13660
3595,13660
1481,13660
8352,13660
3331,13660
6238,13660
8088,13660
4124,13660
5974,13660
953,13660
7031,13660
12316,13660
3860,13660
5710,13660
689,13661
7824,13660
3596,13660
1482,13660
425,13660
5446,13660
3332,13660
8353,13660
1218,13660
6239,13660
8089,13660
4125,13660
3861,13660
7825,13660
3597,13661
1483,13660
426,13661
5447,13661
3333,13660
1219,13661
8354,13660
8090,13661
955,13660
5976,13661
3862,13660
7033,13660
7826,13660
691,13661
2541,13660
1484,13660
5448,13660
13376,13661
3334,13661
1220,13660
4127,13660
6241,13661
8355,13660
7034,13660
956,13660
3863,13660
8091,13661
6770,13660
7827,13660
692,13660
3599,13661
5713,13661
1485,13660
428,13661
5449,13660
3335,13661
6242,13660
1221,13661
12320,13660
8356,13660
4128,13660
5978,13660
957,13660
7035,13660
3864,13661
8092,13660
5714,13660
7828,13660
8885,13661
3600,13661
5450,13660
3336,13660
1222,13661
6243,13660
12321,13660
8357,13660
5979,13661
7036,13660
8093,13660
3865,13660
694,13661
7829,13660
3601,13660
1487,13661
430,13660
5451,13660
8358,13660
3337,13660
1223,13660
4130,13660
6244,13660
12322,13660
959,13660
7037,13660
8094,13661
5716,13661
3602,13660
7830,13661
1488,13660
8359,13660
1224,13660
3338,13661
4131,13660
8095,13660
6245,13660
7038,13660
12323,13660
960,13660
3867,13660
5981,13660
7831,13661
6774,13660
696,13660
12059,13660
3603,13661
5717,13660
1489,13660
432,13660
8360,13660
3339,13660
6246,13660
1225,13660
8096,13660
4132,13660
961,13660
5982,13660
7039,13660
12324,13660
3868,13661
7832,13660
3604,13660
1490,13660
5454,13660
8361,13660
1226,13661
6247,13660
8097,13660
4133,13661
962,13661
5983,13660
12325,13660
7040,13660
12854,13660
3869,13660
698,13661
5719,13660
7833,13660
3605,13660
1491,13660
434,13660
5455,13660
12854,13661
12326,13660
3341,13660
1227,13660
4134,13660
6248,13660
8362,13660
5984,13660
8098,13660
7041,13660
7834,13660
699,13660
3870,13661
12062,13661
8891,13660
3606,13660
1492,13660
2549,13660
435,13660
5456,13660
1228,13661
4135,13660
6249,13661
8363,13661
964,13660
3871,13660
8099,13660
5985,13660
7835,13660
3607,13661
1493,13661
436,13661
5457,13660
3343,13660
6250,13660
1229,13661
4136,13661
8364,13660
965,13660
7043,13660
8100,13660
3872,13660
701,13660
5722,13660
7836,13661
3608,13660
5458,13660
3344,13660
1230,13661
6251,13660
8365,13660
4137,13660
966,13660
5987,13660
7044,13660
8101,13660
702,13660
5723,13660
8630,13660
7837,13660
3609,13661
1495,13660
438,13660
8366,13660
3345,13661
1231,13661
4138,13660
6252,13661
8102,13660
12330,13660
3081,13660
967,13661
3874,13660
5988,13661
7838,13660
703,13661
5724,13661
3610,13660
6781,13660
1496,13661
3346,13660
8367,13660
5460,13660
1232,13661
4139,13660
8103,13660
3082,13660
6253,13660
7046,13660
3875,13660
8896,13660
7839,13660
704,13661
12067,13660
3611,13661
5725,13661
440,13660
1497,13661
8368,13660
5461,13660
3347,13660
1233,13660
8104,13660
3083,13661
4140,13660
5990,13660
969,13661
7047,13660
12332,13660
3876,13660
705,13660
6783,13660
5726,13660
7840,13660
1498,13660
3612,13661
5462,13660
3348,13660
8369,13660
1234,13660
6255,13661
8105,13660
3084,13660
4141,13661
5991,13661
7048,13660
12333,13661
3877,13660
706,13660
7841,13660
3613,13661
1499,13660
442,13660
5463,13660
8370,13661
3349,13660
1235,13660
4142,13660
6256,13660
3085,13660
971,13661
5992,13661
8106,13660
7049,13660
7842,13660
3878,13661
707,13661
3614,13660
1500,13660
5464,13661
3350,13660
12335,13660
1236,13660
4143,13660
3086,13660
8371,13660
6257,13660
7050,13660
972,13661
3879,13660
8107,13660
5993,13661
7843,13660
708,13660
3615,13660
1501,13661
444,13660
5465,13660
3351,13660
1237,13660
8372,13660
3087,13660
4144,13660
7051,13660
973,13661
8108,13660
3880,13660
709,13661
7844,13660
8901,13660
3616,13660
1502,13660
3352,13660
1238,13661
6259,13660
12337,13660
8373,13660
3088,13660
4145,13660
974,13661
7052,13660
8109,13660
3881,13660
710,13660
5731,13660
7845,13660
3617,13660
446,13661
8374,13660
3353,13660
1239,13661
6260,13660
8110,13660
3089,13660
4146,13661
975,13660
3882,13660
5996,13660
7053,13660
7846,13660
3618,13660
5732,13660
447,13661
5468,13661
8375,13660
3354,13660
1240,13661
4147,13661
8111,13660
3090,13660
7054,13660
976,13660
3883,13660
5997,13660
712,13660
7847,13660
3619,13660
1505,13661
8376,13660
3355,13660
8112,13660
6262,13661
3091,13660
4148,13660
977,13661
12340,13660
3884,13661
12076,13660
713,13660
5734,13660
7848,13660
3620,13660
13662,13660
1506,13660
449,13660
3356,13660
8377,13661
5470,13661
1242,13660
6263,13661
3092,13660
4149,13660
978,13660
5999,13660
7056,13660
3885,13660
714,13660
7849,13660
13663,13660
3621,13660
1507,13661
450,13661
3357,13660
12342,13660
1243,13660
4150,13660
6264,13660
8378,13660
3093,13660
12078,13660
979,13661
3886,13660
6000,13660
7057,13660
8114,13660
7850,13660
715,13660
3622,13660
6793,13660
5736,13660
1508,13660
13664,13660
451,13661
3358,13660
12343,13660
1244,13661
4151,13660
8379,13660
3094,13660
6265,13660
980,13660
12079,13660
3887,13660
6001,13661
8115,13660
6794,13660
7851,13661
716,13661
3623,13660
5737,13661
7587,13660
452,13660
13665,13660
8644,13660
5473,13660
3359,13660
6266,13660
1245,13660
12344,13660
8380,13660
3095,13660
4152,13660
6002,13660
981,13660
7059,13660
8116,13660
3888,13660
7852,13661
6795,13660
3624,13660
7588,13660
3360,13660
13666,13660
1246,13661
6267,13660
3096,13660
8381,13660
4153,13660
982,13661
6003,13660
7060,13660
8117,13661
3889,13660
718,13660
5739,13660
6796,13660
7853,13660
3625,13661
454,13660
5475,13660
7589,13660
8382,13660
13667,13661
3361,13660
1247,13660
4154,13660
6268,13660
8118,13660
12346,13660
3097,13660
983,13661
3890,13660
6004,13660
7061,13660
3626,13660
5740,13660
7854,13661
6797,13660
3362,13660
8383,13660
1248,13660
13668,13660
4155,13660
8119,13660
6269,13661
3098,13660
5212,13660
12347,13660
984,13661
3891,13660
6005,13660
6798,13660
7855,13660
12083,13661
3627,13660
7591,13661
456,13660
8384,13660
5477,13660
3363,13660
1249,13660
6270,13660
13669,13660
8120,13660
4156,13660
3099,13660
5213,13661
6006,13660
7063,13660
985,13661
3892,13660
12084,13660
5742,13660
6799,13660
7856,13660
3628,13660
13670,13660
7592,13660
8385,13660
1250,13660
6271,13660
5214,13660
8121,13660
3100,13660
4157,13660
986,13660
6007,13660
7064,13660
12349,13660
3893,13660
5743,13661
6800,13660
7857,13660
13671,13660
3629,13660
458,13661
7593,13661
12350,13660
3365,13660
1251,13660
5215,13660
8386,13660
3101,13661
4158,13661
987,13661
3894,13660
8122,13660
7065,13660
7858,13660
3630,13660
6801,13660
7594,13660
13672,13660
3366,13660
5480,13660
1252,13661
4159,13660
3102,13660
8387,13660
5216,13660
6273,13660
7066,13660
988,13661
12087,13660
3895,13660
8123,13660
6009,13660
6802,13660
7859,13660
724,13661
3631,13660
7595,13660
460,13660
13673,13660
5481,13661
3367,13660
1253,13661
12352,13660
8388,13661
3103,13661
5217,13661
4160,13660
6010,13660
7067,13660
8124,13660
3896,13660
6803,13660
7860,13660
8917,13660
3632,13660
5482,13660
7596,13660
3368,13660
13674,13660
1254,13660
6275,13660
5218,13660
8389,13660
4161,13660
3104,13661
990,13661
6011,13660
7068,13660
8125,13660
3897,13660
726,13660
5747,13661
6804,13660
7861,13660
462,13660
5483,13660
7597,13660
8390,13660
13675,13660
3369,13660
1255,13660
4162,13660
6276,13661
8126,13660
3105,13661
12354,13660
991,13661
3898,13660
6012,13660
7069,13660
7862,13660
727,13661
3634,13660
6805,13660
5748,13660
7598,13660
463,13660
3370,13660
8391,13660
1256,13661
13676,13660
5220,13661
4163,13660
3106,13660
8127,13660
6277,13660
992,13661
3899,13660
6013,13661
6806,13660
7863,13661
728,13660
3635,13660
7599,13660
8392,13660
3371,13661
1257,13660
200,13660
13677,13660
8128,13660
3107,13661
4164,13660
6278,13661
993,13660
7071,13660
12356,13660
3900,13661
7864,13661
729,13661
3636,13660
465,13660
7600,13660
8393,13660
3372,13660
5486,13661
1258,13661
13678,13661
3108,13660
8129,13660
5222,13661
4165,13660
6015,13661
994,13661
3901,13660
730,13660
12093,13660
6808,13660
7865,13660
3637,13660
466,13661
5487,13661
7601,13660
8658,13660
3373,13660
