artist_1,artist_2
13045,8612
14229,8773
13067,7944
13331,3857
12703,6939
13185,8378
13175,8689
14223,8967
13442,8602
12803,7944
12902,8970
12902,8965
13175,8695
13334,7862
13347,3363
14226,8896
13185,8399
13185,4300
13334,3776
14233,8687
13185,4311
13347,3382
13185,4306
13360,7074
12803,3861
13331,3874
12964,7073
13170,8879
13334,7892
13175,8722
13175,8723
12902,8994
13175,8718
12902,8990
3295,7806
14232,8734
13170,8888
12902,808
3192,6907
13397,5941
14229,629
12779,8715
13175,8741
13175,8738
14227,8893
13045,8668
13031,9103
12703,6997
13031,9115
13175,8747
13347,3412
13233,6947
13342,3566
14223,9036
13334,3825
3192,6932
13175,8752
13076,7726
13175,559
12902,9035
13361,7093
13442,8675
12902,9029
14226,8946
12779,8761
13175,8771
13076,3645
13046,8672
12993,6219
13566,8936
13170,8921
14236,8643
13334,3838
13190,4219
13445,8602
13334,7948
13334,7944
13323,4186
13347,3442
13190,4214
13386,6343
13175,8786
13386,6341
13045,8718
13416,5407
13422,5233
12779,588
13170,8945
13334,3862
13203,3841
13566,8967
7055,6013
13190,4239
13442,8716
13367,6942
13386,6365
13342,7729
12697,3148
13151,1360
14224,9057
13045,8741
14235,8715
13175,8807
13233,7022
13397,6034
13203,3854
13175,8817
13347,3485
13045,8748
13342,7733
12793,4273
14227,8984
13076,3706
13175,8829
13442,559
12803,3984
14232,8838
12814,7740
12946,3645
13408,5707
13175,8844
13170,8997
13442,8768
13341,3704
13334,8018
13304,753
12779,8837
3192,7030
12946,3671
13334,8027
13367,7005
14235,8767
13397,6068
13394,6162
14232,8856
12779,8856
13175,677
13342,3692
13175,8866
13331,4028
12803,4011
12779,8864
12803,4025
13233,7074
13304,8970
13233,7072
13175,8884
13156,5378
13045,8817
13304,783
13038,9029
13342,7798
13083,3550
12779,8878
12913,628
12765,5217
12779,8879
13349,7588
14240,8653
13175,8896
13170,9052
13422,1251
13069,4000
13347,3574
13397,6118
13170,9057
13175,8917
12803,4062
14236,8792
14237,8758
13045,8844
13442,8825
12779,707
13245,6741
13331,4088
13442,8840
13442,8837
14240,8673
12697,3257
13334,4000
13185,8617
12779,8928
13185,8630
13185,8628
13045,677
12849,6753
14232,8949
13185,8635
13195,4229
7055,6155
12803,8187
13203,8084
13349,3558
13445,8773
14239,8748
13195,4244
12919,8702
13067,8210
14238,8773
13046,8862
13347,3627
14239,8756
13108,6947
13026,1311
14239,8765
14231,9010
13334,4050
14239,8761
13334,8144
13175,8975
13185,8676
13076,3862
13442,8898
14233,8953
13185,8687
14238,8812
13442,8908
13175,8990
13334,4062
13154,1450
13442,8917
14238,8817
13175,9003
13185,8689
13334,4083
13045,753
13350,3586
13360,3274
13108,6987
13175,9021
13076,7994
13371,7041
13423,1330
13334,4089
13342,3841
13175,9019
13131,6285
12940,4014
12779,810
13045,8949
12697,3366
12940,4026
13347,3692
13334,8190
14238,8838
13175,9036
12805,8215
3192,3118
13245,6872
13361,3274
13331,4205
13378,6841
12779,9027
12765,5378
13185,8738
13423,1360
13378,6849
13245,6891
13378,6862
13185,8749
13185,8747
13185,8744
13347,3723
13190,412
13045,808
12919,8810
13185,8753
13269,6149
13342,7995
13287,1508
13271,6100
13076,3953
13342,3897
13423,1387
12765,1302
12946,7980
13397,6287
14239,8854
14235,8993
12874,6128
13045,824
12765,1312
13185,8772
13185,8773
13347,7844
12803,4226
13185,8782
12937,4182
14243,8752
7055,6296
13175,898
12803,4239
13836,888
13378,6891
12814,7991
14235,8994
13342,3909
13442,810
13334,4158
13342,3924
12779,9086
13203,4133
13342,3920
13423,1420
13331,4273
13245,6939
13245,6934
12803,8349
13045,9036
12803,4251
12803,8347
13233,3222
13062,332
13445,744
14233,9084
13334,4186
13185,8802
13175,9113
13185,8800
12902,1203
14239,8909
13342,8044
13203,8254
13361,3357
13408,5996
13442,9034
13334,4201
14240,691
13360,3396
13378,6934
7055,6334
13026,1457
13378,6929
14240,8880
13334,4209
13304,1044
13378,6939
13203,8266
13031,5407
13185,8825
7055,6353
13045,888
13185,8836
13360,3412
12850,6932
13185,640
13377,6976
13185,8833
13185,8847
13031,1330
13334,4226
13185,8845
13031,5425
13334,4221
3802,8908
13423,1474
12803,4311
12919,8905
12697,3508
13185,8856
12749,5988
13185,8857
13334,8348
13046,9084
12703,3331
14235,9084
13378,6977
13423,5582
14227,1138
13349,3794
13378,6992
13151,5837
13334,8351
13185,8873
13185,8883
13347,3861
13245,7020
13334,8372
13245,7032
13245,7030
13334,4272
13334,4270
13190,8748
14221,1360
13156,5704
13069,8398
13245,7051
13341,4072
13378,7022
13334,4290
13347,3897
12923,8846
13342,8144
13185,8915
12902,1304
13334,8389
14240,8975
13304,5224
13360,3502
13304,5233
13334,8400
13423,5639
13185,729
13203,4281
14245,8843
13191,553
13378,7041
13347,3906
13175,1061
13342,8180
13245,7086
13360,7618
14240,9010
12814,8158
13378,7072
13360,7625
12940,4259
13386,6817
13408,6135
13233,3382
13360,3540
13170,1238
12902,1350
13361,7601
13378,7074
13342,4108
14225,5407
13367,3329
13241,3148
13386,6841
13360,3551
13281,6013
12697,7733
13185,8987
12964,3550
12793,8862
14225,5425
13122,6863
13233,3419
13360,7686
13175,5224
13185,9008
13076,4209
13075,8336
14228,1260
13323,655
13108,3221
13108,3222
13349,8050
13408,6222
13190,8881
13386,6909
12793,8909
13386,6907
13331,8612
13347,4031
13185,9057
12793,8934
13347,8144
12765,5704
13412,6128
13361,7706
13386,6932
13154,5929
14224,1443
13170,1350
13350,8058
13347,4052
14220,5662
13378,3089
12849,3118
13076,4272
12793,8949
13076,4270
13347,8154
12923,819
13038,1350
13350,3980
13347,4071
13245,3133
12793,8967
13347,4081
13026,5837
12697,3749
13422,5845
13360,3671
12902,1497
12803,8672
13347,8192
13386,6984
13108,3312
12849,3146
13185,9115
13347,4093
13347,4104
13334,8602
13083,8188
12803,8677
13334,8600
13342,4253
13342,8349
13170,5489
12749,6253
13326,8846
13069,8635
13175,5346
12793,8994
13108,3325
13190,8987
13386,7005
13853,8913
13342,4281
13342,8378
13360,7820
12747,6343
13347,4127
12779,5346
12779,1250
13378,3176
13245,3200
13069,8657
13331,8734
13342,4297
13423,5880
14246,9040
12946,4295
13334,8652
13108,3363
13347,8243
13170,1455
12803,8734
12946,206
12793,9043
13360,3751
13245,3220
13069,8676
12946,4311
13360,7862
13069,8687
13331,8766
13175,1312
12697,3841
13360,7864
13361,3751
13190,9052
13350,4089
13226,3837
13069,8702
13226,7929
13170,1474
13386,7079
13245,3256
14232,5425
13175,5425
13347,4189
14236,1203
5294,3977
13195,8899
13294,5830
12902,5707
12703,3684
13347,4201
3192,3609
13442,1251
13334,8695
13423,5934
13442,5346
13349,4133
13347,4209
13100,3671
12749,6358
13386,7090
12803,8792
13069,8738
13026,5974
14236,5325
13069,8733
13206,8589
13360,3827
13067,8810
13378,3265
13360,3824
12937,553
13378,3277
14220,5845
13151,6215
13334,8747
13442,1304
13334,8748
13378,3285
14227,5639
13175,1387
13334,8741
12703,3736
13069,8772
13031,5854
12765,5909
13360,7944
13347,8347
13360,3861
12803,8839
13245,3326
13347,4261
13334,8758
13334,8771
13423,6013
12902,5775
13334,8767
12805,8782
3192,3684
13442,5420
13233,3705
12803,8856
12849,3333
13245,3342
13031,5880
13151,6257
13245,3341
13360,7968
13069,8810
12703,7862
13347,4282
13371,3550
13331,8883
13108,3508
7055,6838
13175,1443
13334,8802
13347,4300
13069,628
13331,8890
13067,8883
13334,8798
13347,4299
12902,5819
13195,832
13075,8647
13031,5915
13334,8807
13334,8805
13397,6853
13378,3359
13334,628
13241,7600
13203,8786
13397,6881
13069,8854
7055,6881
3192,3751
13130,6976
7055,6879
13378,3382
12803,8917
13342,8592
4013,6976
13334,8838
13075,8675
12697,8117
13075,8687
13397,6894
13422,6119
13360,8042
13334,8845
13245,3412
12902,5854
13069,8883
13386,3148
13226,4012
13175,1497
13334,8854
13334,8867
7055,6907
13334,8862
7055,6912
13334,8871
12803,8949
4013,7009
13334,8881
13069,8905
13130,7009
13069,8901
13069,8914
13069,8915
12814,8628
13195,9105
12703,3874
13423,6128
12697,4059
13100,3865
13360,3997
13342,8652
13350,4306
13360,8089
12895,6119
14238,1360
13342,8653
12803,8990
12697,4084
13342,8664
13108,3627
13038,5807
13185,5346
13233,7954
13185,1251
13233,3859
14244,1190
13361,3984
13331,9010
13245,3485
13226,8183
4013,7062
13342,8684
13386,3221
13386,3222
13130,7062
12902,5934
13336,8877
13386,3229
14240,5425
13422,6208
14220,6046
13334,8933
13045,1508
13245,7596
13334,8945
13334,8946
12814,8691
13076,8758
13334,8949
13360,8144
13360,4061
13360,4062
13386,3256
13031,6062
13397,7004
14220,6068
13397,7005
13367,7948
3192,7980
13233,3906
13336,8905
12896,6162
13397,7012
13342,8718
12902,5974
12803,9057
13203,8940
13269,6894
13331,9067
13100,3953
13334,8987
13076,8792
13360,8180
13386,3274
13076,8802
13185,5420
13386,3285
13361,4061
13226,8246
7055,7030
13245,3558
14226,5915
13170,5881
13334,8990
12703,8084
13360,8195
13342,8751
13342,8752
13342,8749
13203,8976
13245,7674
3192,3920
13378,7646
13442,5662
13108,3728
3192,3924
14220,6118
13108,7820
13203,8984
13233,8054
12838,8012
13233,3954
3192,8028
13360,8210
13031,6118
7055,7062
13334,9021
13361,4089
12923,1297
13347,8630
12703,4019
12814,8767
13360,4127
12703,4014
12814,8765
13185,1360
13026,6304
13386,3333
13245,3609
13170,5934
13342,8792
13245,3607
13347,8637
13170,5929
12697,4208
3192,8055
13334,9052
13233,8084
12940,8975
5965,8108
13108,3768
13233,8083
13233,8080
13271,6902
13397,7093
13241,3751
13076,8862
12850,7674
12940,8980
13191,1212
12765,6224
13423,6304
13233,4003
13076,8867
13185,5489
13360,4173
14231,5845
13342,8828
13386,3366
13245,7733
13360,4168
14221,6149
14227,5976
12697,4253
13334,888
13367,3958
13342,8829
13185,1420
13378,3630
12946,8825
13175,5837
13304,5934
13026,6358
12703,4083
13241,3798
13378,3647
13361,4174
13378,3645
12703,8184
13241,3794
13031,6208
12703,4089
13323,1251
13342,8854
13382,7614
13360,4214
13233,4052
12703,8195
12765,6271
13170,6013
12703,8202
13334,9122
13233,8154
13108,3837
13108,7944
13386,3419
13342,8880
13241,3817
13076,8945
13245,3706
12923,1400
12946,8879
13245,3704
13245,7801
13233,4077
13190,1311
13386,3426
13108,3866
12946,8888
13271,7005
13045,5819
13386,3437
7045,3396
13386,3438
13331,1044
13108,3861
13408,6849
13347,8741
12749,6796
13233,8190
13323,1304
14239,5676
13108,3874
13350,8657
13083,549
7042,3508
13245,3729
13378,7798
7055,3109
13175,5897
13241,7944
13360,4270
12699,4278
13342,8921
13170,6062
13361,4237
13241,7954
13233,4106
13170,6058
13031,6285
13386,3470
13271,7032
13347,8772
13108,7990
12814,8921
13442,5837
13233,4120
13326,1252
13271,7048
13175,5929
13175,5926
13361,4270
14222,6251
13062,1251
13360,206
12703,4189
13397,3148
13108,8012
13408,6904
13062,1260
13378,7844
13378,3759
13378,3757
13378,3756
13386,3508
13360,4311
13031,6319
13108,8041
13378,7864
13386,3520
12902,6233
13170,6118
13233,8261
12902,6243
13108,3954
13378,7870
13347,8829
12747,6947
13170,6135
14220,6353
13361,4311
13108,3960
13342,8994
13304,6074
13378,3780
13347,8837
13350,549
13233,8285
13378,7886
13170,6139
13386,3551
13342,9010
13245,7921
13062,1304
13378,3794
13241,8054
13233,4205
13347,8873
13408,6977
7055,3221
12779,5996
13347,8866
13342,9043
12902,6300
13245,3857
12747,7005
13347,8885
3192,8301
13233,4239
13341,888
13245,3862
13241,8083
13386,3586
12703,4290
13323,1455
4013,3342
13130,3342
13026,6564
13378,7938
13347,8899
12836,4273
13170,6208
13245,3883
13151,6795
12703,4299
13241,8098
13388,7637
13233,8345
12850,7944
13131,3326
12703,4306
14236,5934
13245,7994
12747,7049
12849,7980
13377,7995
13175,6062
3192,8345
13151,6817
13100,206
12962,8592
13386,7733
13342,9095
3192,4259
13442,5996
13245,8004
13386,3647
13245,8018
13038,6243
13241,4050
14239,5881
13412,6939
13108,4075
12845,8142
13378,3906
13245,3947
14226,6304
13397,3329
13245,8041
13108,4094
13347,8984
3192,4295
12946,9122
13170,6287
13245,8058
13108,8210
12697,8658
13386,3684
13245,8055
13121,7800
13347,808
13241,8188
13170,6294
13195,1420
13386,3692
13114,8028
13386,7798
13378,8044
13378,8041
13304,6253
7055,3359
13245,3984
14242,5845
13386,7806
13378,8054
13397,3366
7055,3363
13233,268
7055,3366
13331,5420
13046,6062
13347,9019
7045,3684
13360,8628
13371,8285
13334,1251
12803,5425
12699,8647
13347,9036
13378,3980
13334,1260
13386,3751
13347,9057
13386,3749
13226,8707
13114,3985
13371,4222
13377,8132
13151,6947
13378,4003
13331,1365
7055,3412
13386,7862
13360,8664
13245,4050
13386,3776
13108,4209
13442,6144
13175,6224
12849,4050
13151,6977
13108,4214
12849,4061
13334,1311
14229,6334
13108,4222
13361,8664
13185,5929
13108,4220
13445,6074
12849,4070
13378,4053
13378,4052
14238,6062
13269,3333
13108,4239
14230,6319
13245,8180
13416,6976
12779,6243
13378,4071
12849,4082
13360,8733
13360,8734
12937,1365
13203,5407
14236,6149
12849,8187
13269,3357
13108,8348
13175,6271
13378,8183
13245,4109
13175,6293
12703,8630
13342,1109
13175,6300
12850,4088
13360,8758
13069,5489
12779,6287
13045,6233
13360,8756
13175,6296
13378,8195
13397,3508
13397,7618
13397,3523
12779,6294
13175,6304
13271,3329
13386,3857
13245,4133
13386,7954
12849,4133
13423,6817
13378,4113
13378,4114
12961,8862
13269,3409
12779,6308
13361,8747
13442,6233
13131,3599
13233,8626
13245,4158
13386,7980
13026,6849
13175,6341
13241,4295
13026,6862
13397,7646
13423,6841
13026,6868
13386,3897
13233,8655
13386,3909
13423,6859
13386,3920
13233,8661
13175,6358
13100,8684
13245,4201
13342,5287
13386,3924
13026,6890
13378,4183
13233,8677
13378,4182
13245,4209
13386,3934
14245,5974
13361,8800
12836,8691
12847,8351
13045,6309
14236,6266
13378,8285
13360,8843
13226,8902
13334,1455
12733,7798
13378,4188
13360,8839
12874,3437
13386,8044
13360,8847
14234,6343
12703,8749
12697,8933
13360,8856
12836,8716
13367,8652
13361,8839
13226,8928
14237,6257
13026,6929
12836,8723
13386,8058
8609,8691
12849,4238
13245,8347
13245,4251
13360,8878
13361,8845
13378,4219
13378,4217
13185,6118
13185,6119
13334,1497
12849,4244
13398,7706
13360,8881
13045,6358
13397,7733
13245,8349
13378,4239
13269,3523
12849,8349
7045,3948
13423,6939
13026,6955
13386,8083
13386,8084
12849,4251
13442,6345
13386,3985
12836,8747
13185,6135
12764,6895
13360,8897
13245,4270
12765,6863
13442,6353
12850,4226
13386,4005
13422,6983
13386,8098
13360,8917
13131,3728
12703,8805
12849,4274
13386,4012
7055,7768
3192,8738
13386,8117
12850,8345
13245,8389
7055,7770
13233,8761
13386,4031
12849,4295
13360,8932
7055,3684
13245,8399
13026,6994
13422,7018
13076,1360
13360,8940
13342,1302
13386,8144
12836,8810
12836,8807
12703,8833
13026,7012
13361,8915
12707,8707
13206,1443
12703,8845
3192,8770
13397,7806
14220,6881
13408,3382
13386,4064
13121,8183
13367,8746
13445,6328
13386,4062
13386,4059
14220,6875
12703,8846
7045,4025
13233,8800
13185,6193
12850,8400
14220,6887
14220,6888
13397,7820
13423,7028
7055,3727
13031,6888
13423,7025
13185,6208
13421,7085
13185,6222
12740,3633
13026,7056
13027,7020
12703,8873
13386,4081
12703,8871
13360,8984
12703,8885
14220,6909
12740,7733
13100,8862
13386,4089
7055,7843
13195,5929
12946,1360
13386,8195
13360,810
12703,8899
3192,8828
13083,1212
13226,9067
13386,4108
13026,7087
12697,9095
13386,8211
13185,6251
13386,8210
12836,8890
14220,6944
13185,6257
13108,8657
13241,8626
12703,8932
12849,308
13386,8233
3192,8862
13249,8398
12765,7018
12836,8914
3192,8866
12902,6864
12770,6858
12740,3692
13185,6294
13397,3817
12740,7798
13131,3866
12836,8915
12902,6881
13334,5775
13386,4175
12902,6891
12703,771
13347,5378
13386,8266
7055,7929
13367,8862
7055,3841
13386,4191
13031,6998
13045,6564
13361,9057
13397,7954
12703,8987
12703,8984
3192,8915
13233,8936
14224,6888
14220,7025
13386,4205
13271,7770
13386,8302
3192,8927
12847,8637
14245,6257
13031,7025
3192,8933
7055,3866
14220,7028
13386,4221
13108,8744
13026,3089
13185,6353
12836,8980
13108,8754
12836,8994
13241,8722
12902,6944
14220,7046
13386,4226
12765,7093
7055,3888
13347,1350
12845,8718
13566,6859
13038,6841
13108,8768
13412,3437
13386,4244
13386,8352
13130,4000
13195,6078
4013,4000
13108,8772
13371,8825
13323,6215
13386,4259
13233,9002
12740,7899
14227,6859
13334,5881
13233,9010
12902,6994
13026,3147
13304,6817
13566,6888
13386,4273
13108,8807
13154,3285
14227,6887
13170,6886
13245,8655
13131,3997
13386,4281
13233,832
13245,8652
13378,8626
13386,4295
13304,6838
13170,6891
13397,8044
13334,5915
13026,3175
12902,7020
13069,5934
13388,8345
13241,8802
13347,1420
13175,6753
14229,6859
13108,8840
13378,8672
12847,8747
13245,8695
13378,8668
13170,6921
12850,8661
13241,8828
12850,8657
13397,8084
13233,9073
13170,6943
13347,1457
12902,7057
3192,9067
12764,3147
13233,9088
13108,8867
12937,5988
13108,8878
13412,3558
13269,7989
13245,8733
13233,9105
13397,8117
13108,8898
13397,8128
13241,8866
13422,3256
14228,6939
13245,8740
13245,8741
13378,535
13026,3256
13245,8752
13378,8723
13394,8226
13038,6987
13397,4050
12849,8751
13170,6992
13247,8699
13241,8885
14220,3109
13245,8771
13397,4059
13038,6992
13245,8767
13241,8888
13378,8738
13304,6947
13114,8741
12764,3205
13241,8899
7055,8154
13566,7028
13378,8758
13421,3329
12847,640
12740,8054
13108,8932
13175,6868
12847,8845
12850,8748
13175,6862
13175,6863
13378,8773
13331,6135
13175,6875
12779,6859
13026,3311
12850,8767
7055,4089
13271,3906
7055,8183
12850,8766
13378,8780
13245,8807
13442,6796
12850,8761
13245,8805
4013,4186
12765,3218
13378,8792
13422,3329
13108,8967
13397,4104
13175,6891
7055,8190
13241,8938
13108,771
13269,8069
13130,4186
12764,3257
14220,3175
12803,6139
13378,8794
4013,4205
12850,8792
13130,4205
13566,7074
13108,8984
12740,4005
7055,8211
13203,6034
13442,6831
13130,4215
13408,7886
12850,8800
12849,8828
12902,3089
4013,4215
13045,6849
12763,3312
13108,9001
12850,8807
4013,4221
13423,3333
13108,810
13241,8975
13241,8972
13130,4221
13408,3794
13378,628
13382,8696
13151,3566
12850,8802
13397,4133
13175,6932
12849,8847
13114,629
13045,6862
13245,8854
13245,8867
13360,1203
12847,8915
13245,8862
13271,3960
13241,8987
13170,7090
12850,8829
14220,3221
13442,6857
13442,6858
13045,6877
12850,8837
13175,6955
13423,3363
13331,6215
14220,3229
14234,6891
13108,9029
12779,6938
14220,3228
13083,5707
13062,6358
13382,8740
13175,6960
12740,4059
7055,8266
13378,8872
13360,1238
13445,6795
13386,8624
13397,8278
4013,4273
13108,9043
12740,4081
13342,5897
13386,8630
13386,8628
13241,832
12779,6962
13130,4273
14220,3265
13271,4012
13334,6155
13245,8914
13175,6987
13442,6902
13269,4070
13131,8348
13175,6984
13287,7618
13397,4208
13269,8176
13397,8302
12764,3349
13114,691
13442,6908
13386,8655
13154,3559
13175,7004
13154,3557
12850,8883
12902,3175
12779,6987
13175,7012
13245,8938
13154,3567
13386,8664
13386,8661
13241,9057
12850,8890
13175,7018
13416,7740
13245,8945
13382,8792
12850,8897
9025,8691
13114,8920
13190,6564
12850,8909
13175,7025
12803,6266
13226,1345
13442,6938
13241,9073
12747,3920
13386,8687
13423,3442
14233,7005
13156,7621
13386,8684
12850,8914
13026,3471
7055,4248
13226,1368
12779,7028
13334,6208
12764,3396
12749,3874
13045,6987
12850,8936
13334,6215
13566,3118
13245,793
13397,4273
14236,6934
13031,3326
14224,3221
7045,8677
13026,7588
13386,8716
13378,8961
13154,3617
13378,8975
14224,3229
13175,7074
14224,3228
14220,3349
14227,3132
13026,7596
12964,5420
13445,6906
14220,3359
13331,6343
14238,6895
13408,3954
13045,7012
13031,3363
13378,8987
13397,8398
14220,3366
14220,3363
13151,3734
13175,7087
12849,9001
13386,8738
13386,8749
12803,6343
7055,206
13442,7009
13360,1360
13245,9021
7055,4306
13185,6797
13378,9002
13386,8754
13247,8980
13378,9015
13304,3118
13378,824
13378,9011
12814,6013
13378,9010
12850,8994
14238,6939
13416,7846
13445,6944
13386,8773
13045,7057
12749,3954
13347,5897
13408,4003
13076,6100
13442,7056
13445,6960
12902,3311
12740,8345
13442,7062
13269,4230
13269,4229
13386,8805
13334,6319
12850,9036
13185,6841
13271,8285
13170,3221
12896,7619
13185,6853
12850,9043
13445,6983
12937,6358
12703,5420
13031,3442
13386,8817
13408,4053
12747,4064
13386,8829
13154,3734
13185,6864
13386,8839
12703,1341
14226,3277
13386,8838
13076,6155
12747,4081
13386,8843
13423,3598
13185,6894
14227,3265
13423,3610
12747,8183
14228,3229
13185,6891
13412,3948
12764,3567
13026,7733
13386,8862
12749,4028
13422,3645
13378,9105
13422,3646
13408,8190
13233,5420
13304,3220
13185,6904
13386,8880
12779,3118
12765,7644
2568,8368
13386,8888
13423,3645
13386,8885
14243,6894
13031,7600
13386,8881
12763,3633
13386,8896
14238,7057
13445,7062
13408,4113
13566,3312
13408,4114
12765,3567
13185,6928
13423,3647
13226,5671
13185,6939
13388,8836
12763,3646
13386,8909
12874,4299
13386,8920
13287,3794
7045,691
13566,3333
14224,3426
13170,3329
13386,8933
13046,3089
13386,8934
13233,1386
13412,4030
13386,8932
13031,3553
14220,3558
13031,7646
12733,8707
12764,3647
13342,6208
4013,8691
13386,8938
12793,6841
13031,3573
13386,8949
13281,4012
3192,1378
13442,3118
13130,8691
13423,3705
12749,4116
12902,3470
14239,7093
13382,9084
13408,4182
13185,6997
12765,7726
13031,3574
7045,8925
13185,7004
13190,6849
13386,8965
13031,7679
13386,8975
4013,8716
13386,8972
13130,8716
13175,3222
13386,8969
13416,3957
13304,3334
13423,3736
12779,3220
13397,8637
13371,1251
13031,3599
13075,6345
13026,7862
13412,8184
7055,8644
13397,8647
13422,3776
7045,8953
14222,7646
13026,7870
13342,6266
13349,6046
13408,4217
4013,8747
13386,8993
12747,4226
13386,8994
13422,7892
13175,3256
12770,7619
13130,8747
13386,9001
13233,1457
14226,3442
13342,6283
12902,3540
13027,3756
13175,3264
13423,3768
13304,3362
13175,3276
13386,832
14221,3614
14232,3274
12895,3759
13026,3803
12764,3734
13185,7079
13347,6153
13026,3813
12902,3559
13026,3812
13175,3286
12902,3558
13185,7073
12902,3567
13386,9043
13191,6908
13442,3221
13422,3838
13031,3671
13416,8132
13131,8773
14220,3684
13175,3311
13386,9067
13397,8738
13175,3333
13347,6193
13170,3485
13342,6343
12902,3599
13175,3326
13386,9073
13422,7971
13397,8747
13423,7938
13386,9086
13031,3705
13378,5233
13031,3702
12793,6998
13408,4317
12902,7715
13175,3349
7055,8749
14229,3437
13026,7971
14226,3540
13422,3888
13423,3854
13027,3857
13038,3514
13170,7614
14221,7798
14220,3734
13245,5287
12740,8652
13360,5830
12740,8661
13269,8644
13397,8786
12896,3837
13130,8871
4013,8871
12770,7740
13045,3311
13026,3898
13031,3756
13423,7989
13151,8229
14220,3757
13026,3906
13190,7028
12740,8687
13170,7646
13423,3896
13323,6994
13423,7990
13027,3883
12764,3857
13083,6253
12803,6741
13045,3333
13245,5325
4013,8902
13442,3328
13442,3326
13269,8689
13412,8352
13130,8902
12779,3396
13245,1251
14220,3794
13170,3574
7055,629
7055,628
14229,3508
13397,640
13378,5325
13175,3426
14225,7740
12902,7791
13397,8828
4013,8921
13154,4088
13130,8928
12902,3705
13026,3957
13347,6293
13442,3345
13245,1260
14220,7899
13130,8921
4013,8928
13423,8044
13175,3442
7055,8839
13175,3438
12902,7806
13422,8084
7055,655
7055,8846
13442,3363
13347,6308
4013,753
13421,4012
13397,8867
13331,6812
13397,8862
13130,753
13397,8861
14220,3838
13442,3377
13360,5934
13175,3470
13175,3471
13397,8890
14220,3857
14222,3794
13175,7588
13397,8899
14220,3866
13423,3997
12902,7860
13170,3645
13397,8896
13170,7740
14244,3118
12902,3757
13175,3486
7055,8897
13175,7596
13423,4005
13226,6013
12740,8792
13331,6852
7055,8900
13156,4083
7055,8898
12902,7862
13397,8915
12740,8802
13062,7009
12759,8210
7055,8902
4013,9003
14220,7971
13175,3503
13445,3325
13170,3671
12779,7600
13175,3514
14228,7733
14221,3854
13130,9003
14220,3884
12733,9034
7055,8920
13423,4026
13175,7618
13175,7619
13445,3342
4013,9019
13360,5976
13445,3341
14225,7846
13031,3900
13026,4053
13245,1360
4013,9020
7055,8933
13130,9019
13026,4052
13130,9020
13378,5425
13031,7990
13442,3442
12902,3798
13175,3540
13170,7789
13566,7801
13130,9029
4013,9029
14220,3909
13245,5462
13038,3687
12740,8829
13045,3471
7055,8940
13397,8940
13026,4071
13175,7644
14221,7980
12850,5425
13397,8948
13566,7820
13378,1360
13386,1109
13175,3554
12740,8847
12902,3825
13175,3553
14229,7740
13423,8163
13423,4062
13026,8190
12749,391
12902,3837
12740,8871
13026,8195
12733,9084
13026,4097
13175,3574
14220,3948
14220,8044
