titles_1,titles_2
1525,2580
1541,2085
1536,2242
1530,2428
1536,2243
1525,2584
1530,2429
1543,2026
1515,2895
1547,1904
1530,2431
1525,2586
1525,2587
1547,1906
1530,2434
1536,2249
1525,2594
1536,2254
1547,1914
1543,2039
1525,2597
1515,2907
1541,2102
1536,2258
1521,2723
1543,2044
1525,2604
1511,3039
1511,3040
1525,2607
1547,1929
1559,1560
1525,2614
1543,2057
1525,2618
1543,2062
1530,2467
1525,2623
1518,2841
1547,1943
1525,2625
1523,2687
1515,2936
1559,1573
1518,2845
1561,1513
1515,2939
1547,1949
1515,2941
1561,1516
1525,2634
1541,2139
1521,2765
1518,2859
1525,2643
1543,2087
1557,1656
1547,1966
1559,1596
1559,1597
1515,2961
1543,2094
1547,1971
1867,248
1525,2659
1515,2969
1536,2318
1547,1978
1543,2102
1525,2660
1515,2970
1547,1981
1543,2105
1525,2663
1543,2106
1559,1615
1547,1988
1547,1989
1515,2982
1530,2522
1525,2677
1561,1562
1543,2121
1515,2989
1536,2343
1547,2004
1515,2997
1557,1696
1541,2192
1525,2688
1525,2689
1515,2999
1557,1698
1525,2690
1547,2008
1561,1575
1525,2692
1557,1703
1525,2695
1543,2138
1543,2139
1530,2542
1530,2543
1536,2357
1561,1583
1525,2700
1525,2701
1547,2020
1525,2702
1525,2703
1559,1650
1541,2210
1559,1653
1559,1654
1525,2708
1541,2214
1525,2712
1536,2374
1541,2222
1559,1665
1530,2566
1561,1606
1530,2569
1530,2571
1525,2726
1525,2727
1530,2573
1525,2729
1530,2575
1525,2731
1536,2391
1530,2578
1515,3043
1518,2951
1525,2735
1561,1619
1525,2736
1547,2055
1547,2056
1541,2242
1525,2738
1541,2244
1530,2585
1515,3050
1515,3052
1515,3053
1525,2744
1541,2249
1525,2745
1530,2592
1561,1632
1543,2192
1530,2596
1557,1760
1536,2411
1559,1699
1530,2600
1547,2075
1561,1641
1515,3067
1559,1704
1525,2758
1525,2759
1543,2204
1530,2608
1528,2670
1561,1648
1521,2888
1530,2610
1515,3075
1547,2084
1547,2086
1515,3078
1559,1718
1543,2214
1541,2278
1536,2433
1523,2838
1525,2780
1543,2222
1541,2284
1559,1729
1525,2783
1523,2846
1530,2630
1525,2785
1566,1514
1557,1794
1525,2790
1561,1675
1561,1677
1559,1740
1566,1524
1530,2641
2066,2414
1559,1747
1559,1748
1530,2647
1530,2648
2333,2334
1530,2656
1561,1698
1541,2318
1525,2815
1543,2258
1525,2817
1543,2260
1566,1548
1523,2881
1566,1549
1525,2824
1566,1555
1561,1711
1566,1556
1530,2674
1566,1558
1530,2679
1525,2836
1566,1567
1541,2342
1536,2497
1523,2900
1557,1847
1536,2498
1867,429
1559,1786
1523,2903
1559,1789
1547,2161
1541,2350
1525,2848
1568,1516
1530,2699
1557,1862
1523,2917
1541,2359
1559,1801
1559,1805
1547,2178
1525,2861
1525,2862
1566,1595
1541,2374
1525,2871
1566,1600
1525,2872
1547,2190
1561,1758
1559,1820
1566,1605
1543,2318
1598,616
1561,1764
1547,2198
1541,2384
1525,2884
1525,2886
1541,2391
1530,2733
1525,2890
1525,2891
2066,2506
1566,1621
1525,2893
1561,1780
1547,2215
1525,2897
1547,2216
1566,1629
1566,1630
1530,2746
1568,1569
1525,2905
1543,2350
1561,1795
1547,2232
1525,2914
1536,2575
1543,2359
1536,2578
1561,1804
1566,1649
1566,1652
1543,2366
1530,2769
1561,1808
1541,2428
1530,2771
1525,2927
1525,2929
1543,2374
1566,1662
1530,2778
1825,1826
1547,2253
1566,1666
1547,2255
1525,2938
1525,2940
1547,2259
1571,1517
1547,2261
1530,2788
1559,1891
1525,2946
1559,1894
1547,2266
1543,2391
1530,2794
1557,1957
2849,2864
1525,2950
1566,1681
1559,1899
1525,2954
1530,2799
1525,2955
1561,1842
1561,1843
1561,1844
1530,2805
1559,1908
1525,2963
1525,2964
1547,2283
1536,2630
1559,1918
1525,2973
1525,2977
1566,1707
1559,1925
1525,2979
1566,1711
1536,2641
1566,1712
1566,1713
1525,2985
1543,2428
1525,2986
1566,1717
1536,2647
1547,2308
1530,2835
1525,2991
1547,2311
2066,2608
1530,2839
1525,2996
1571,1572
1566,1727
1525,3000
1525,3001
1541,2508
1525,3004
1566,1734
1525,3008
1568,1677
1836,1565
1547,2335
1541,2522
1571,1593
1566,1753
1568,1692
1530,2870
1525,3026
1566,1758
1525,3029
1566,1760
1525,3031
1525,3032
2066,2645
1530,2880
1525,3035
1541,2542
1530,2885
1566,1770
1559,1987
1566,1773
1525,3044
1525,3047
1525,3048
1547,2367
1566,1779
1530,2896
1530,2902
1566,1786
1525,3058
1525,3060
1525,3061
1525,3062
1559,2009
1571,1638
1530,2911
1525,3066
1566,1796
1525,3070
1525,3072
1566,1803
1536,2733
1547,2393
1530,2920
1525,3077
1559,2025
1566,1808
1566,1809
1543,2522
1530,2930
1541,2590
1536,2746
1566,1817
1571,1666
1547,2416
1576,1519
1543,2542
1566,1831
1561,1986
1833,1746
1530,2948
1571,1678
1559,2050
1547,2423
1547,2426
1547,2427
1559,2056
1561,1997
1547,2435
1543,2573
1530,2976
1566,1862
1530,2978
1541,2638
1543,2578
1547,2455
1566,1868
1547,2458
1557,2151
1547,2461
1530,2988
1568,1811
1561,2028
1561,2031
1566,1877
1530,2993
2066,2761
1543,2596
1566,1886
1576,1577
1530,3003
1541,2664
1566,1890
1568,1831
1530,3009
1530,3013
1530,3016
1566,1900
1547,2491
1566,1907
1536,2839
1833,1834
1568,1861
1566,1924
1581,1460
1543,2641
1566,1931
1559,2149
1568,1871
1543,2647
1561,2090
1566,1937
1541,2713
1530,3055
1568,1878
1559,2157
1536,2870
1559,2158
1543,2656
1561,2099
1547,2536
1559,2169
1530,3068
1561,2110
1561,2112
1559,2174
1547,2547
1543,2674
1541,2746
1559,2195
1561,2133
1566,1978
1541,2757
1559,2200
1543,2699
1561,2142
1561,2145
1845,1535
1836,1816
1561,2150
1536,2925
1566,1997
2066,2882
1566,1999
1547,2588
1568,1938
1541,2778
1566,2011
1566,2012
1568,1951
1561,2168
1836,1837
1547,2606
1536,2948
1543,2733
1559,2238
1541,2799
1559,2245
1566,2028
1825,2196
1561,2189
1541,2813
1568,1982
1581,1582
1566,2047
1536,2978
2066,2934
1571,1903
1867,919
1559,2281
1559,2284
1547,2656
1566,2073
1568,2015
1547,2667
1566,2083
1536,3013
1566,2088
1566,2090
1568,2030
1566,2093
1561,2248
1867,958
1566,2098
1845,1641
1833,2019
1561,2259
1585,1519
1566,2108
1566,2109
1566,2111
1561,2268
1571,1958
1833,2033
1561,2273
1547,2708
1845,1662
1566,2133
1566,2144
1561,2300
1561,2303
1541,2925
1559,2369
1561,2313
1559,2380
1566,2164
1559,2386
2066,3056
1541,2948
1585,1586
1566,2178
1561,2334
1836,2005
1568,2123
1566,2190
1561,2345
1566,2196
1568,2148
1571,2058
1547,2805
1568,2155
1561,2373
1541,2993
1559,2436
1561,2377
1559,2444
1541,3003
1566,2230
1566,2232
1541,3009
1845,1783
1559,2466
1568,2189
1547,2844
1547,2846
1836,2081
1566,2261
1559,2479
1561,2419
1571,2114
1845,1818
1566,2283
1559,2502
1543,3013
1566,2301
1561,2457
1566,2302
1589,1590
1845,1846
1566,2304
1561,2460
1833,2221
1561,2465
1559,2531
1559,2535
1566,2320
1566,2323
1833,2241
1568,2265
1561,2485
1547,2920
1547,2921
1547,2922
1566,2336
1566,2338
1559,2564
1833,2267
1568,2300
1591,1592
1585,1778
1561,2533
1559,2595
1561,2538
1559,2605
1559,2611
1561,2551
1561,2552
1566,2397
1559,2619
1559,2620
1566,2403
1566,2406
1566,2408
1561,2563
1568,2347
1559,2629
1568,2355
1576,2107
1566,2420
1559,2651
1561,2602
1559,2664
1561,2603
1571,2294
1566,2455
1547,3045
1559,2676
1845,2005
1568,2400
1559,2680
1561,2621
1568,2405
1568,2407
1559,2690
1833,2389
1637,275
1568,2419
1566,2483
1561,2640
1566,2487
1561,2642
1559,2706
1561,2652
1566,2500
1845,2043
1598,1512
1559,2722
1566,2506
1559,2725
1585,1926
1559,2732
1581,2051
1566,2525
1568,2464
1561,2682
1637,331
1561,2688
1566,2538
1566,2540
1559,2760
1836,2368
1566,2547
1833,2471
2117,1863
1566,2561
1845,2108
1566,2566
1836,2391
1637,372
1561,2734
1559,2796
1833,2495
1598,1599
1845,2136
1566,2601
1559,2819
1598,1612
1559,2827
1845,2153
1598,1633
1561,2787
1559,2853
1585,2048
1559,2855
1561,2797
1561,2804
1857,1831
1561,2818
1637,464
1568,2603
1598,1682
1559,2894
1568,2617
1591,1913
1559,2913
1561,2866
1568,2653
1566,2715
1598,1728
1568,2668
1559,2947
1833,2650
1559,2956
1566,2740
1589,2033
1559,2965
1833,2665
1581,2287
1561,2910
1643,370
1568,2697
1561,2919
1566,2766
1561,2924
1559,2987
1845,2317
1559,2992
1568,2721
1598,1801
1598,1802
1598,1805
1559,3021
1566,2808
1571,2654
1598,1820
1591,2037
2117,2118
1591,2046
1559,3042
1598,1834
1561,2981
1598,1848
1559,3057
1643,455
1833,2763
1598,1858
1561,3006
1845,2397
1637,654
1598,1864
1568,2795
1568,2797
1561,3014
1568,2812
1566,2885
1576,2581
1643,504
1585,2305
1561,3049
1566,2900
1591,2133
1566,2912
1566,2915
1598,1924
1833,2831
2931,1564
1561,3080
1566,2928
