p3_1,p3_2
1742,10221
1370,4713
2741,8118
3777,6715
1941,7410
3126,8683
105,2821
655,6429
567,771
4044,8010
3948,8993
1798,7506
904,10072
494,10336
1203,5479
3332,8976
2108,10354
1191,1908
1990,9081
49,1459
520,6121
3087,10418
1769,3133
3075,10424
1708,7859
1527,6428
556,7422
494,10466
1021,4780
1252,10470
619,3594
2206,7482
1742,10496
567,3077
1873,10527
1688,2687
989,8814
945,4562
174,9454
3309,9550
1525,10559
632,6659
424,4508
368,5348
1428,2083
983,10595
266,3240
242,6852
4015,5105
692,8740
1339,1166
3399,7005
1222,10641
107,6765
2080,6088
816,3067
1525,6138
2851,10704
1413,10126
1278,9819
1778,8133
1583,2181
1708,2229
1401,9842
1525,6909
205,10776
2910,7173
188,1396
1917,9859
3524,1260
1878,10844
352,725
2042,10855
1029,8920
556,4896
348,10873
186,358
3130,7947
516,1468
1649,10923
2910,8912
1170,602
938,3302
1742,1756
537,11031
991,4787
98,5063
1917,21
2514,2591
2989,8150
2931,2222
687,10608
1191,11098
409,11110
1602,6795
588,8900
945,11130
4365,7920
4153,3735
107,8893
302,1867
105,10275
775,11209
231,8444
1360,3135
1414,724
412,4025
107,3335
716,11245
2413,5013
1814,2574
1495,11265
869,3913
775,9653
1633,464
1322,11297
205,6093
229,1995
613,4603
1505,11333
3515,11338
3417,2109
1070,11359
520,4139
1358,11063
1106,6374
719,308
977,11236
3727,2895
3207,11409
816,11425
279,5984
3980,8321
456,4344
4280,4360
3515,2350
163,3881
1462,2683
1878,9714
3590,11510
1114,11512
4574,6744
3332,3720
946,5840
603,11552
1552,8376
1632,5217
1761,4226
2244,10869
2244,6270
3016,11159
99,3411
1073,9764
526,11664
49,3697
1830,11669
1170,9834
1083,3186
2853,9320
2632,7015
3309,11725
703,1725
397,10164
556,10916
1053,8385
1285,3705
3659,9875
2162,10650
958,4942
1467,3389
2525,11791
796,11793
412,7431
3417,8170
1285,868
3672,11845
3524,4377
310,4479
980,9871
2400,11878
3727,8842
318,7562
2783,7074
1708,10770
326,9106
1309,3269
4773,5707
359,7041
836,4019
1106,3857
1266,5379
2995,8969
188,5488
2690,6529
1873,2515
334,10217
1798,6874
2042,12022
1804,3102
4011,8207
2545,7937
1386,2726
188,12062
2507,2634
392,10655
2526,7158
1592,6051
2140,6727
2735,10605
414,585
1946,2951
1106,5771
539,10352
1106,8188
3332,8409
718,2242
1629,7067
2989,8563
664,10747
1878,4987
288,2193
586,4212
320,10896
511,12225
467,3385
2995,8109
1469,8262
567,4698
2353,10321
1382,752
2485,9731
94,9499
359,6918
977,5363
1196,4970
267,7627
1509,3049
334,7887
45,9044
473,5085
2497,9687
1526,5280
2135,3387
2526,11445
197,3758
1552,8141
804,5605
1917,7461
5409,11985
2379,12464
4153,6896
3126,12480
174,6471
4280,552
3653,8093
119,9107
2029,7987
510,7064
3196,12534
2042,4910
1382,5154
279,2810
2627,11854
1114,11198
2652,1300
2080,4800
2519,4668
719,12146
990,10390
1578,11876
359,9747
2400,7009
989,11472
1583,7183
4773,11055
496,7647
3016,12239
1177,5351
748,1687
1373,4340
1469,10569
1053,9006
3914,6002
240,9945
1083,2198
2297,9283
1113,5958
945,8673
539,11234
266,4472
1814,7145
3332,6691
4155,1490
1022,4264
823,10057
134,7883
588,2032
1327,11087
1413,7748
1736,11184
80,8165
2478,4447
965,10382
730,2395
4153,4694
695,1138
3332,9864
3585,7318
2652,12467
103,12984
3524,11904
1853,6935
105,7488
2652,13021
1073,4352
873,1464
1527,9656
1116,3074
101,6550
3980,12043
101,4175
3572,7746
2024,13069
1020,6904
1047,6344
1020,2474
1786,3886
431,4567
719,10773
3283,8350
1599,8908
2775,13117
526,3026
119,7615
556,8051
103,3243
2150,3095
1386,5147
229,6688
913,13170
1073,1354
2073,3477
1087,3883
730,13178
1469,5966
2851,5671
912,13036
302,13229
1773,5082
1252,13142
1853,13246
1773,2418
2150,6472
881,4259
1249,7102
1677,9378
1621,733
796,6917
1253,2141
1285,11968
4155,2817
556,4841
912,10400
1759,7919
1853,5115
1814,4850
1083,11716
373,8584
510,6964
870,756
2150,3708
1495,1268
510,6537
1467,5238
431,13454
2965,12943
2910,13457
639,4205
3996,12558
1677,5477
4011,6755
686,13550
912,13557
655,6981
1191,4343
3383,968
103,13588
508,715
377,9681
1001,11404
6,4880
4011,9125
1474,13109
2091,9649
3126,7316
632,12718
2741,6159
3164,7031
3207,7214
2852,4990
2111,1476
348,7383
3909,4161
101,1501
119,8726
2297,12413
2157,10101
1513,9293
1731,12284
2989,3362
8719,11726
29,9767
2775,3113
3481,9372
1677,2056
2485,12489
2073,5613
7556,6177
372,9938
4155,10198
2690,6470
10,12589
687,1168
518,215
2965,10327
1170,2026
2355,3485
3746,1653
2497,1316
1917,7891
704,4238
1503,5884
1116,2354
4773,6026
2680,9825
1505,5997
3229,3662
2324,13420
3283,564
2111,1982
134,3501
4015,57
10,4949
2150,11632
1382,7079
2324,11584
1647,1431
539,4862
932,10914
703,2180
1133,6218
1357,4742
2840,10780
686,7072
1525,10810
664,12072
2485,2981
1032,13336
1360,3654
3016,12080
1266,10709
2478,8052
1576,5999
730,7241
1047,9595
1285,4032
2097,3608
723,1737
1145,12395
2244,7547
1711,5033
4,5533
652,493
1357,4989
2024,2987
318,3768
31,5973
1599,8395
2525,11321
3207,8382
918,4001
2627,11997
1114,4690
609,8872
2411,5673
293,4573
945,5291
2376,13214
945,14424
1946,11048
253,14426
3464,7201
1357,3962
639,9256
980,8620
1804,1894
1020,8454
3974,7267
3996,7604
4574,11032
2632,7006
2853,8849
3585,2839
777,5362
231,5800
969,9755
1352,10160
1629,8480
1170,13391
174,4790
1467,9691
1814,11692
1070,5464
2379,12651
1373,5265
426,6992
2853,5391
2514,2087
1052,813
1941,10822
686,14659
2853,12076
519,9462
3909,1939
412,8457
942,12133
205,9240
1881,3693
719,2914
1941,7280
2336,1965
2376,5311
409,7996
881,14791
14797,7753
2720,5738
2276,3257
2507,849
253,5170
111,4585
45,13893
1528,11574
804,5650
1370,14848
7556,14138
4011,2456
2597,5314
318,2999
2024,3192
3130,5206
1040,11862
1993,3327
2029,11822
539,9070
2244,8447
1647,4480
1160,10082
3229,5564
3974,7245
2720,327
1040,1262
3383,5365
556,8450
2585,1799
1993,9415
3527,2484
1040,4255
5903,8096
2411,8659
594,11520
518,7648
1778,10859
716,4754
2635,15120
932,15122
287,6726
2097,15124
2427,13425
567,4528
99,2537
2067,2370
8719,3707
140,1434
1352,1593
1602,9780
1160,3507
105,7834
4044,11494
1120,4495
140,5560
1370,14519
3909,10347
2852,4878
912,6574
904,9509
1022,3158
266,883
5409,14067
3332,6613
302,1297
1632,10330
1285,4463
4280,7824
4365,2589
983,15318
2331,8434
2720,4235
3416,6015
49,2176
1708,9061
1769,13717
755,14315
310,13768
946,8844
467,14189
352,4106
2627,1895
1769,3142
1022,5195
3657,14474
4151,1856
293,9727
1382,1884
405,10388
2735,5686
3148,2820
2783,14637
3912,14402
586,9229
1503,10341
619,5979
174,13445
873,2475
1676,8131
1509,237
10,6070
2496,5354
1469,1326
2514,867
2024,6386
1339,12179
1688,5823
704,12038
2673,11681
1000,13464
1170,972
1462,8443
3464,11355
841,7738
2627,13916
836,3802
755,4986
1373,11867
977,2733
1203,5552
2648,14436
942,3984
1073,6205
2049,9142
1505,5175
1160,7508
5903,6751
599,7832
1505,2531
869,8989
1352,5223
1454,7805
2851,265
248,14712
1583,7483
1052,6528
1647,4030
777,754
1462,6592
293,12091
1785,887
199,6283
1552,8179
1160,2283
377,7384
188,5418
4151,4413
1576,6464
528,3689
1160,8451
539,10966
3130,7119
2783,660
574,10625
1583,11586
1061,10091
334,6043
1798,3628
134,10813
4574,10286
2049,7186
520,1852
3283,7571
675,4876
619,8529
1029,7215
1505,5870
1990,11594
1850,12414
405,12253
574,6971
302,10013
1068,7895
823,6372
2154,3232
302,8646
3912,5949
1677,11339
1177,2980
1676,2230
2525,3910
1373,8173
1032,12560
1160,11644
1850,5880
163,3723
1170,13943
1632,11939
792,8721
1642,14930
3746,11296
188,3053
1552,8498
1633,908
723,7479
653,6498
1191,8326
293,11319
1432,5815
869,6273
1373,5424
324,3534
186,9838
274,10976
3585,8426
2585,12996
777,11519
2162,10538
516,7365
3657,13478
1192,7889
2244,11566
195,15608
119,11565
2545,2696
94,3266
2276,3514
101,13497
516,4493
1946,11856
431,9853
3207,12182
2078,12481
1633,5221
748,2082
424,9209
1422,9426
1878,13116
326,12942
1850,3205
2652,6118
412,3097
632,5641
3912,4653
302,16278
107,13290
777,11544
2097,418
1503,7637
320,12758
2910,1522
2244,12713
1413,7279
1327,16251
652,8781
1249,12710
2910,7841
1285,2933
556,9059
2276,13486
4773,2685
1304,13261
912,6761
2519,9373
4044,13456
1648,13668
2519,2128
2189,4522
1414,7468
45,11367
231,13250
2091,12961
841,1164
613,14008
1191,11505
1047,13292
2851,89
1210,5651
841,15376
1197,6890
107,12357
519,5706
2400,3971
270,13487
516,10853
105,1631
2297,8379
1676,10699
266,8198
94,8680
930,2241
373,6474
1462,468
94,1238
777,7710
938,11482
3819,5234
1677,6862
282,3949
333,2003
410,10056
2488,4927
372,10520
1621,3878
777,4071
456,11680
599,5187
1210,11500
526,8353
3196,5400
958,6477
1154,10524
288,10521
1360,7700
675,144
537,6440
2936,3098
2108,8240
804,3282
174,12885
1177,1237
574,10973
2545,1482
469,15426
2237,5423
912,947
2752,4899
3229,8710
2918,3014
158,9032
3727,7195
1414,9971
1505,4604
2154,3039
392,13050
2627,6705
2931,2416
3148,14671
240,10100
716,8864
5540,11607
473,5213
1759,5081
2497,4429
2297,10055
603,4261
2157,10900
1668,5764
119,6737
2635,2723
334,10251
1711,7999
3659,7284
440,6720
1370,9570
904,12431
655,10344
528,6967
1370,12733
3585,1893
377,4669
1677,6001
1061,2958
2632,11129
14797,6957
1021,1272
1052,5101
2936,1512
1370,4768
687,7866
274,7014
134,3193
792,6285
567,9885
1917,3612
4153,6980
226,11475
2514,9529
2206,12764
1191,2848
80,6157
4365,7110
619,8349
2331,13784
3527,9942
7556,10509
1068,5980
372,2129
2313,11068
537,7926
2995,9035
3229,9788
2331,7153
1804,12383
119,12920
2413,7662
1632,2928
1526,6328
2091,13409
2805,3588
287,2973
3108,6801
762,7820
294,9088
253,11016
695,4262
5540,11806
410,11169
2673,14144
2910,8979
326,14816
1632,4716
5540,10190
537,11786
1786,7091
3283,2956
1632,3043
3996,4289
516,2238
174,538
841,7975
318,7276
1546,3046
2091,6703
918,12707
2578,9542
2488,5633
511,14441
720,9520
2652,4547
704,3706
511,7598
1467,5861
1194,14340
1120,2123
