p7_1,p7_2
404,462
238,262
238,901
344,1909
154,901
64,1909
68,26
76,30
33,504
84,2447
128,992
227,1909
238,992
156,855
109,1909
2,1909
35,901
312,635
74,900
156,1348
151,3112
55,992
136,992
14,30
151,1348
2,901
312,262
156,960
404,2447
17,3112
74,992
74,855
151,30
14,88
558,3112
202,1294
74,901
182,900
423,262
35,914
47,3112
209,26
62,26
558,960
207,26
43,1348
25,230
64,1348
14,262
202,504
136,3112
156,462
227,262
151,262
149,1294
154,960
23,960
33,1348
312,88
404,262
222,960
261,3112
156,914
128,1348
43,776
72,2447
149,776
261,992
47,30
423,230
202,2447
156,26
399,504
74,3112
128,30
154,462
74,30
64,262
190,2447
17,960
233,30
356,776
14,26
17,88
136,901
190,1294
261,855
43,262
151,992
361,914
128,230
43,914
342,855
55,88
84,992
35,1909
47,992
68,504
227,3112
39,30
581,900
17,776
62,88
35,635
356,88
25,960
356,462
86,2447
207,3112
86,776
423,1909
207,992
356,1348
581,960
33,776
190,901
344,504
128,914
404,230
2,776
312,914
25,776
207,960
14,1909
356,26
74,1348
84,504
209,900
182,30
222,1348
149,1348
222,2447
86,462
84,635
41,992
23,2447
64,504
404,635
190,900
109,901
423,26
149,462
41,26
72,901
60,1909
17,1294
76,1348
86,230
33,855
261,776
62,914
581,3112
558,262
312,1348
423,960
35,2447
423,88
423,1294
35,262
222,914
128,2447
74,776
227,992
2,914
356,855
202,262
84,900
60,900
76,855
62,855
227,914
33,900
342,960
361,3112
233,3112
558,30
39,230
2,900
109,992
23,26
47,900
342,88
342,1294
149,3112
33,462
342,3112
136,1294
39,1294
17,855
136,262
238,30
25,635
238,3112
558,2447
62,992
47,26
156,504
361,26
202,230
423,2447
55,1909
356,30
86,1909
60,776
207,1909
25,504
423,3112
109,855
55,3112
39,1909
154,230
182,2447
47,960
238,1348
2,960
404,855
47,1294
202,900
190,776
182,776
51,635
33,960
84,1348
68,776
60,960
23,855
154,3112
207,900
151,230
136,900
39,262
109,914
233,1348
84,262
23,914
182,26
35,900
39,900
423,30
361,1348
182,635
190,26
209,992
361,901
233,26
109,776
43,230
207,262
136,504
64,2447
207,504
149,88
154,1294
344,2447
33,2447
62,1909
76,504
156,88
39,901
55,914
62,30
399,914
356,914
14,635
62,635
14,1294
25,462
156,635
209,2447
72,30
399,1294
261,26
399,2447
558,914
35,504
109,1348
312,960
342,26
156,2447
76,462
404,30
154,88
149,914
60,3112
84,230
581,26
72,88
64,1294
41,262
356,901
136,914
109,2447
361,900
62,230
361,88
342,914
51,960
209,1294
2,855
55,901
55,776
2,462
41,1294
35,992
35,3112
43,3112
72,992
190,635
43,901
136,776
86,635
23,900
17,901
404,1294
72,504
156,900
151,462
399,855
2,26
404,992
33,30
47,504
25,262
39,914
41,914
209,230
399,30
238,960
74,1294
233,262
399,462
72,855
41,230
2,1348
14,230
356,960
344,3112
62,262
361,1294
227,1348
39,635
202,3112
261,30
261,900
344,855
17,462
136,1348
74,2447
51,1909
190,960
72,776
86,992
399,635
14,776
62,900
222,462
64,914
558,901
64,88
68,992
361,462
423,900
43,855
35,960
14,901
35,230
581,30
312,1909
2,2447
344,462
182,960
51,1294
109,635
60,2447
51,992
233,900
55,262
222,230
84,30
209,262
151,960
35,26
43,900
47,2447
312,901
207,914
33,1909
182,855
423,504
60,855
51,262
342,901
136,26
202,776
151,776
84,914
68,900
43,504
23,504
202,26
233,914
149,26
149,635
86,1294
156,992
43,1294
238,1294
423,901
342,462
233,230
154,262
149,901
261,504
361,504
109,504
72,3112
261,914
62,960
25,1294
76,776
14,900
207,2447
128,855
2,88
55,2447
361,855
207,635
51,230
55,230
361,1909
23,462
207,30
558,1348
209,3112
149,262
47,462
202,1909
151,914
361,992
202,855
43,462
84,776
109,26
399,992
342,900
312,462
202,1348
60,901
423,855
207,901
233,960
312,30
64,30
404,504
43,30
47,901
261,1348
25,992
227,30
17,504
41,900
209,914
68,855
156,230
2,30
43,992
182,1348
136,230
209,504
233,88
182,1294
342,262
62,3112
76,3112
233,462
39,1348
109,1294
41,462
190,992
344,992
74,26
404,1909
55,504
356,504
62,1294
84,1294
35,88
399,1909
154,30
68,635
423,462
33,3112
23,776
86,914
39,776
423,776
227,504
128,26
344,1348
207,1294
23,3112
222,88
41,3112
261,960
182,914
190,230
222,262
109,88
62,504
128,1294
261,230
222,3112
136,635
74,635
581,992
51,914
238,855
55,855
136,1909
62,462
312,992
68,1909
41,2447
154,2447
261,88
361,230
149,30
39,3112
558,462
33,26
51,900
182,504
356,3112
84,26
558,992
344,901
76,88
68,1348
14,3112
154,1909
238,2447
55,1348
60,504
344,776
190,262
25,1909
33,262
47,914
86,504
72,26
149,2447
2,262
14,914
312,3112
33,88
17,262
74,960
