p2_1,p2_2
1432,654
1525,100
1526,104
1527,221
473,763
1528,206
1210,353
240,196
1552,1553
932,46
1576,1393
1578,100
511,232
1509,243
1583,933
1592,102
405,654
1599,141
873,495
1602,933
1068,1074
1621,321
748,141
1629,441
248,1393
1632,187
1633,187
496,933
1196,654
1647,11
1648,221
1649,97
1649,104
1196,763
80,411
1668,11
574,693
1087,159
1676,11
687,693
1677,470
49,283
1647,243
324,243
1703,527
242,206
1196,175
1708,369
1711,206
918,369
1467,141
105,749
467,933
1222,81
755,654
1731,495
1736,1074
1677,509
119,141
1742,221
1751,243
1759,81
1761,665
186,689
1769,276
99,845
1474,527
1773,1774
508,1225
1503,495
1785,369
1786,280
1798,189
983,100
1081,654
103,321
609,46
1814,206
1170,206
574,32
945,11
932,425
1339,102
98,584
1001,104
397,807
1583,369
1850,104
1145,1074
1546,398
1428,693
1873,32
1878,321
1599,232
804,842
94,527
1917,527
334,206
1048,654
1413,1393
1941,175
1946,112
965,1553
1736,749
1358,584
1736,665
467,369
188,654
205,141
1633,349
938,32
1253,793
1197,276
494,590
639,1310
519,933
1990,527
1993,100
1197,187
282,763
508,441
1432,295
4,106
1106,106
2024,100
49,221
938,689
2029,5
2042,349
841,221
942,283
704,283
1826,112
2067,353
1467,689
2073,1371
632,112
2078,97
1708,32
2029,100
2097,206
1649,584
1761,807
1145,527
2108,845
1677,97
2111,689
1878,283
1145,470
653,470
1266,693
2135,268
270,5
639,411
2140,5
424,321
2150,1074
248,335
2157,441
320,1353
686,1371
1642,1353
1339,232
2162,933
873,933
755,295
10,349
134,542
359,807
1386,749
2189,221
1990,1371
1322,106
1373,427
226,793
2029,321
1413,842
2206,5
80,427
49,542
1990,427
730,232
594,46
2237,243
841,542
2244,807
1414,175
1525,933
980,369
686,321
537,425
881,106
199,369
2276,189
1786,243
508,654
1778,1310
2237,933
2108,542
473,175
426,425
2206,793
2297,584
220,206
326,189
528,196
664,280
1382,689
1578,689
2324,243
293,411
980,1310
2336,369
2313,542
931,100
553,268
2073,81
1048,295
2353,159
2355,104
1428,584
1040,232
1083,495
2376,1553
2379,100
195,106
163,495
1278,232
310,584
1432,189
917,1074
195,32
473,353
1373,1553
2073,665
2400,32
516,584
836,1393
2411,425
2111,232
2413,427
2135,108
163,159
703,5
2427,159
1413,187
1191,398
537,106
267,595
96,353
653,1371
1194,243
279,187
2446,243
2448,106
1474,584
1073,665
520,335
1073,353
2473,654
1633,321
1467,81
2400,187
2478,5
990,584
1432,1074
270,32
2485,321
687,1774
2497,159
2507,1774
324,1353
2514,411
2519,1371
1578,470
1804,175
2525,369
567,187
279,32
1526,527
397,1074
613,654
2379,842
2189,845
1742,206
539,542
2545,353
656,97
1170,11
270,590
2427,321
836,321
1525,527
1309,81
1990,1074
2578,5
869,441
792,175
2585,321
2331,321
1629,665
1454,196
403,221
804,693
279,590
930,243
1191,842
2597,196
2353,11
796,584
1798,243
1676,189
348,369
103,427
226,654
2627,206
675,542
1191,108
652,542
2632,693
718,112
2652,353
958,276
98,411
2276,654
930,102
1881,243
2673,1371
2135,1774
1873,689
912,243
556,693
2680,268
692,141
496,369
101,5
1742,411
918,335
2690,470
101,206
1068,81
1358,1353
1505,369
2080,595
599,141
287,584
932,349
518,102
267,106
2720,1353
1145,441
1001,189
2735,353
2741,1225
410,206
373,845
1032,243
2150,807
1191,807
520,232
748,187
2752,842
105,527
1629,793
652,349
675,221
2775,141
653,1074
1336,295
1401,590
275,32
2783,950
2427,749
80,584
31,1353
119,1371
2805,196
274,842
796,268
45,933
326,369
1285,693
275,243
2840,268
2720,5
1358,470
2851,106
2852,295
1413,321
904,295
1357,1353
372,280
1503,196
1814,595
1053,100
686,141
881,112
1322,542
873,1310
1154,5
2488,106
2910,1225
1177,495
1432,46
599,1310
904,933
1503,321
2276,427
2931,268
2473,527
1513,527
2936,353
1203,509
119,425
1786,1774
1677,349
205,11
2680,232
2411,749
1785,100
1278,141
2965,112
1087,527
469,1310
881,427
1309,283
2840,584
841,106
368,280
609,106
2024,11
231,283
1081,81
1850,1553
293,542
1668,106
1000,175
894,232
2984,196
1711,112
2989,1774
2993,102
2984,283
275,108
3016,321
1249,950
918,842
3032,509
469,81
553,1353
1677,665
1414,104
1826,206
1386,933
1528,46
158,46
1040,335
1000,353
2993,243
932,369
2029,221
45,268
823,280
1352,268
3075,470
3087,295
1252,335
1878,933
1210,807
2851,1310
2024,221
537,527
2936,1371
2111,842
1546,842
105,842
1642,106
107,46
1170,335
352,102
2989,1225
2783,425
3126,221
242,108
45,108
3130,11
861,1353
1602,243
3148,321
494,141
2297,693
2993,106
3164,187
45,1371
2206,665
456,11
163,232
397,542
1114,159
3196,108
675,108
511,276
2507,1371
377,196
409,689
205,595
2140,689
881,665
3207,1225
942,527
1087,425
989,369
2135,495
917,411
1040,1353
94,321
473,689
518,280
3229,335
2805,102
1370,842
2042,1393
2690,1393
1592,243
1106,411
2545,470
983,369
1357,196
1592,689
518,106
2910,141
266,187
687,425
1513,590
324,542
639,106
6,159
1578,933
2526,470
1285,542
1087,32
2448,584
2545,654
2720,106
49,268
220,1225
288,527
1798,280
3283,46
1414,542
424,1074
1001,584
1428,159
762,542
1252,369
2852,243
518,196
1778,1553
3309,425
1990,441
2413,108
45,1353
134,595
279,232
2852,398
704,411
2984,221
1761,842
686,1225
333,1353
2752,369
989,842
983,842
639,470
1032,335
730,369
80,112
2910,470
1469,527
1990,112
310,206
107,763
287,1353
2627,845
2244,1774
333,749
469,590
3383,665
1993,196
2995,81
2157,763
3399,141
372,584
403,584
405,1553
3087,398
3309,112
1495,693
1474,32
324,106
1352,11
1285,221
2783,845
1000,654
282,509
205,693
652,100
188,793
2135,595
686,81
1061,106
359,542
2910,441
2409,425
2526,5
220,441
1029,11
3196,584
1474,425
792,1310
320,112
844,425
2111,100
1676,206
3075,807
3464,950
2158,1074
431,845
302,398
1785,112
473,654
703,187
253,353
913,950
368,81
352,595
2244,283
2313,749
1917,845
881,141
519,276
1154,11
279,108
1001,842
3126,693
2355,1774
632,369
1576,527
3515,321
1462,1310
3524,159
3527,689
931,283
639,221
2488,187
894,196
119,793
945,693
990,470
965,108
1358,595
1401,32
270,295
3585,425
730,595
240,159
692,81
912,108
2578,221
2473,106
3590,590
1474,106
274,1393
310,46
1120,689
3283,542
2632,221
2681,268
2485,353
1154,542
2067,470
1853,425
2783,1371
2984,32
2376,353
29,689
2108,108
282,1074
226,749
1804,189
2276,175
718,411
1113,749
2720,542
2276,1371
1578,793
2775,159
1339,595
2545,295
119,689
730,268
326,470
655,584
473,280
2067,425
3653,693
904,1225
426,398
10,584
3657,1774
1578,807
2080,46
3659,268
1751,112
1648,933
1642,933
991,221
1552,398
467,112
3672,175
730,11
2805,11
226,509
639,1774
1081,189
3283,584
334,584
912,11
1633,100
1116,1310
553,1310
324,527
1467,1310
197,106
1731,32
2673,654
3399,693
2473,398
1578,81
1826,689
1648,495
2411,933
2578,542
2578,845
1503,11
609,349
2627,5
539,280
748,102
2162,590
426,221
1252,106
282,527
2140,159
392,749
861,693
3746,542
1474,102
1032,5
1081,1074
397,411
266,335
3524,1774
3777,321
2485,845
1249,689
2597,584
1509,141
1304,141
2995,1774
1106,321
1357,369
3417,950
1495,542
3464,159
1106,100
333,268
2446,106
1222,470
1081,842
556,189
2585,46
1001,112
2157,189
1145,763
755,749
664,842
2995,295
3777,11
1087,1353
220,5
3819,104
2681,187
1253,175
613,175
613,1371
2485,100
3672,104
242,349
302,369
2049,584
945,196
675,106
1145,425
3148,411
2297,159
1113,411
1414,411
2473,175
1761,353
2673,793
2497,933
248,689
692,933
6,112
397,1310
1339,933
913,221
1677,1225
938,102
704,141
1688,100
2995,441
3909,335
1751,527
3912,268
3914,527
965,280
1373,654
467,527
158,542
467,425
1170,196
3912,196
1040,749
1081,749
652,411
3399,283
3032,793
2206,689
275,595
205,495
2632,100
2324,584
609,842
103,280
140,1074
31,100
1322,349
2783,112
320,1393
3948,425
2024,693
1194,369
1032,1310
3383,295
2154,187
703,102
409,106
410,933
639,349
229,470
3974,100
1339,1353
3108,411
1602,495
3980,509
473,106
3196,689
2648,749
841,11
368,141
1304,159
1001,470
692,5
3996,221
3399,5
334,100
2413,81
1993,106
4011,221
4015,1310
2324,369
1194,108
574,187
134,11
96,807
594,689
2752,321
2108,527
2324,425
1360,159
516,353
2514,542
3572,749
816,411
2473,280
2331,689
1266,5
4044,950
45,595
158,283
199,243
869,81
823,584
412,693
1578,159
932,112
107,1074
105,689
3417,159
3819,189
675,595
686,369
1386,845
983,689
1021,542
2411,321
841,141
2597,335
4011,106
103,584
574,933
1454,335
134,495
508,353
3399,689
2276,1310
1946,159
755,1225
94,369
1081,1774
2448,495
3283,749
3130,106
348,1774
1073,1774
983,221
594,108
1382,693
687,353
426,369
796,933
2313,141
31,206
2376,295
1751,32
1592,5
467,32
2507,353
2775,425
4155,842
2029,283
1527,11
1633,268
983,159
2067,527
274,276
1373,295
94,1371
1160,1225
2805,335
140,206
2720,196
1252,102
405,763
823,1371
965,470
1304,187
3481,1371
508,842
1632,5
861,595
2995,509
609,542
1194,106
2276,411
188,104
1946,321
3032,763
1576,196
1804,933
1703,32
1642,1393
1632,100
1492,189
134,349
574,221
2578,283
796,187
240,369
1073,1225
2276,527
231,842
599,280
302,280
1578,665
2237,335
1266,842
918,196
977,206
94,763
205,112
1032,102
469,335
2485,112
2478,280
4280,470
412,842
195,470
1073,321
1160,1774
1649,321
556,97
2652,1774
720,842
3585,283
282,1225
2473,584
3229,102
348,97
1113,933
29,104
806,1553
675,584
469,141
2473,425
2049,495
1642,5
1578,693
692,411
119,100
2067,97
777,46
1546,1371
1145,542
467,243
1703,584
894,243
3515,349
520,221
1688,112
1304,1393
1642,749
4365,11
324,11
318,11
2331,112
1525,32
2545,509
96,842
405,427
917,425
1052,495
4151,793
511,495
1990,542
823,1310
293,221
94,470
2635,411
1386,321
1116,81
1073,159
4241,321
287,141
1798,353
938,187
409,584
282,11
1708,933
945,5
918,933
1761,189
656,1553
1578,1310
1873,1393
2805,425
279,1371
1339,295
958,196
368,221
2097,268
2049,542
873,106
567,159
1552,763
1509,369
456,950
4015,842
3819,763
918,243
3912,5
511,1353
3948,11
653,1310
1278,495
4015,97
1087,221
1304,349
1736,1225
359,283
2478,32
107,280
397,427
2525,187
520,5
556,175
3126,584
2162,104
1632,411
2680,842
1525,590
403,141
695,268
1001,221
836,141
1941,590
918,221
467,100
692,1553
1047,1353
94,441
1633,112
320,106
473,159
2024,1371
841,495
80,353
4574,141
1814,243
2189,842
762,654
1688,527
792,470
1454,425
2627,11
980,97
2091,141
1061,321
174,749
2681,933
409,159
945,411
2783,243
656,509
1474,159
511,1371
704,112
2024,411
2910,807
528,5
4241,349
1322,425
10,950
2720,276
4624,427
844,11
2805,5
2648,1371
424,398
2525,221
3332,842
2989,175
101,232
229,441
2409,11
414,335
98,1225
519,206
1850,295
1804,353
2585,369
3126,5
692,206
197,276
1804,595
2158,1310
539,106
3148,206
1170,527
1873,470
103,295
1386,11
1786,665
3464,369
2313,693
1177,32
841,32
2376,280
119,654
881,81
1401,470
2526,280
107,807
796,1393
3996,106
639,280
1177,102
4280,584
1677,112
655,104
1070,5
1327,369
414,108
836,276
1352,5
29,102
2775,495
989,280
2597,159
3974,349
359,221
1068,793
2097,1393
1526,295
2336,206
1941,1774
3996,950
1021,349
869,104
3948,141
2244,693
3283,933
969,81
656,842
3659,1310
253,295
2331,933
2448,5
275,268
946,693
1632,542
723,268
836,693
334,243
1599,1310
101,268
1001,295
556,321
703,141
1081,1225
1194,595
1688,933
3417,100
664,398
99,106
2673,665
2448,1371
1414,283
352,584
2244,349
4574,108
409,749
2478,187
1769,46
431,283
609,933
6,542
655,369
2851,232
140,842
945,542
4011,749
1106,749
229,654
1032,141
1087,349
931,693
1761,81
473,11
518,5
2965,46
1285,141
1993,425
664,1310
4015,1371
1853,189
1177,141
274,283
1032,1353
3283,221
352,189
2632,542
440,842
519,321
3332,189
1526,807
3727,221
930,584
119,321
2379,221
3524,693
270,189
4155,470
2409,527
1170,542
1621,411
2783,221
3912,46
424,441
3108,283
456,349
528,32
424,369
1203,295
1688,369
2965,321
409,411
2355,665
881,175
2735,187
1253,97
1878,141
991,542
31,369
537,411
1083,46
2297,749
3164,1310
320,369
1001,349
510,106
1495,950
2965,141
240,335
2244,321
1993,243
1454,527
2473,763
29,97
1578,104
158,933
2355,353
226,97
990,196
2478,1371
368,470
242,369
4,108
2507,189
556,100
1454,542
613,842
1252,268
586,141
359,189
1197,141
2336,46
3126,187
1422,268
2851,243
762,141
1252,590
3332,1310
720,97
2652,793
1370,411
2735,1393
412,283
3948,693
2805,689
1703,411
2652,807
119,763
397,280
718,221
806,470
3481,842
796,1310
664,81
3309,100
1068,189
473,112
508,1371
267,108
111,411
664,295
294,807
1525,276
220,189
1527,763
2376,81
424,527
4280,32
3130,950
1632,590
3657,353
2735,933
1422,187
2910,689
2111,369
197,1310
519,102
1053,933
1676,112
320,206
2995,46
1941,232
2154,102
599,1371
2427,206
119,1310
1154,206
111,46
1252,1393
1360,584
1759,1774
1422,1393
326,654
4365,411
1414,159
655,268
1021,5
2331,100
675,842
3207,654
806,283
4153,689
2135,97
653,793
31,102
333,280
1578,1553
397,321
1000,46
3524,353
1194,196
806,693
372,933
3399,845
991,845
1454,106
904,104
1120,845
806,933
804,112
242,842
188,221
3016,11
1853,349
574,268
1946,749
556,104
2853,268
1070,595
1370,100
1509,276
1711,283
4044,141
1020,100
2519,495
2097,693
990,495
1413,276
930,1393
1761,1774
220,11
2488,369
913,46
119,441
599,102
1352,495
1222,1225
4241,11
718,102
2775,369
231,100
1428,5
2162,268
2411,689
1414,527
2597,349
1047,590
1170,425
3283,349
4624,398
1373,369
511,689
1676,693
2473,933
619,509
3996,584
777,763
1881,842
10,221
632,268
1881,1371
2673,243
80,159
2993,527
3309,206
965,175
1145,411
965,509
1853,693
748,1353
1769,584
1070,321
293,112
1676,1371
473,542
969,104
3399,749
520,584
4241,100
5409,97
140,1225
652,1393
2805,495
282,321
1578,321
1373,842
574,584
359,584
1773,807
409,542
1804,32
45,81
539,100
1648,842
1751,933
1621,243
3527,46
4365,542
917,369
664,1371
2324,187
3746,206
2473,221
1068,1310
368,665
2965,693
3126,495
912,46
2353,5
841,933
4,232
2507,807
2720,527
2488,335
1467,584
792,97
4241,749
2488,749
2400,689
841,411
1649,842
405,509
2157,175
1370,11
174,842
1222,427
1736,509
2993,159
3585,335
2073,807
1647,349
80,763
804,590
762,411
613,689
969,280
1527,321
2042,243
2108,411
539,807
609,950
3164,470
704,542
174,97
2673,104
1503,590
567,283
2578,842
511,595
3657,97
3075,427
2585,106
410,693
1462,509
3148,425
302,441
792,509
29,335
520,527
5540,196
1873,187
917,842
288,349
991,100
2276,321
806,97
537,5
4044,425
1528,693
1052,584
594,1310
730,196
3332,793
1462,1371
1941,495
1592,32
96,295
1285,159
4155,441
511,369
410,32
894,595
942,206
1769,81
163,141
675,1393
1778,175
2805,141
1826,100
2049,321
3196,595
2427,46
1327,5
2448,335
526,349
1668,159
904,411
2189,206
2681,232
881,1553
3657,654
2840,335
945,102
1632,232
2297,845
1145,1371
80,1074
494,102
1160,353
431,46
4151,104
2067,189
2413,1310
4153,842
1761,693
4155,793
318,221
2150,104
2597,221
2473,5
2993,425
134,268
1751,349
3777,206
2140,112
248,527
1081,295
3914,104
3229,46
1083,595
2411,11
3383,807
3515,283
777,1225
1177,595
1527,349
2080,1371
1145,321
762,81
1196,441
539,933
918,595
1222,175
2029,950
719,807
467,106
1633,542
3914,11
242,527
2024,321
1592,106
4,595
1083,369
1073,542
2448,595
2324,196
197,1353
293,584
2680,112
528,243
969,398
1708,206
2526,1310
3229,141
397,81
1252,1353
1249,933
1170,159
318,933
2024,283
1708,268
2353,349
456,206
1087,595
938,369
1676,141
326,665
1751,108
1154,159
3383,108
2965,11
3309,369
2189,106
405,97
1946,542
2488,584
1853,950
2157,470
2597,243
1492,427
3399,950
1474,411
140,425
1578,1371
2244,100
586,46
1309,175
2514,159
3416,654
3481,584
2080,495
2681,335
989,206
1509,1393
586,411
3912,369
1648,335
1001,763
119,1553
31,196
1414,842
229,793
1083,749
1633,243
718,590
796,32
5903,693
881,159
1382,349
1826,425
2353,141
4155,1774
588,108
1599,32
1422,108
516,369
2158,189
2519,81
1177,5
2446,276
639,427
918,141
1509,221
352,106
3032,1310
2545,81
1688,542
1676,427
526,470
359,665
1133,189
1358,108
520,425
3653,950
368,584
29,5
2237,353
1711,933
2324,527
718,283
1197,1371
1370,527
3126,349
1339,108
3383,749
186,232
516,1225
1509,268
4044,11
556,1371
2635,845
2067,763
3108,349
526,221
1120,411
2409,349
1761,97
3672,1774
1160,189
2276,763
1814,335
267,232
195,369
1552,665
105,46
632,232
1454,411
881,1225
1073,411
945,232
1495,159
80,665
945,425
1761,11
473,81
2140,100
1081,243
511,280
1642,280
1742,527
518,243
1773,398
1197,5
3912,276
2206,369
282,206
2720,11
2805,232
1677,411
990,268
912,321
695,369
1525,369
4151,807
1527,542
945,584
3108,369
3980,46
10,283
1116,108
4,689
1742,46
652,590
266,108
103,1074
140,280
692,97
3416,295
3659,5
5409,1774
266,584
199,1371
518,187
1047,689
2648,46
873,595
324,187
718,335
2400,141
348,509
1941,353
1761,104
2995,175
1191,441
1495,221
2852,763
1826,283
1759,763
1253,46
2042,100
2140,283
3481,283
392,590
2995,470
2206,509
613,280
2078,509
1177,280
777,280
2690,335
1114,81
1061,11
2478,749
613,295
287,595
2648,654
195,102
632,243
3399,221
231,187
3207,793
2635,283
792,353
2680,32
1278,1353
2067,793
2091,369
1677,81
320,32
105,206
2400,243
5903,542
80,441
2111,1353
253,1553
3332,665
2931,141
938,280
253,1310
2805,321
945,159
1285,349
2525,933
134,689
2140,206
134,232
2840,369
1742,112
2851,584
1322,206
2097,112
333,590
1881,1310
1370,749
2244,1553
1160,1553
2162,495
2648,398
2376,807
2627,542
2485,104
508,763
3974,369
163,369
526,243
197,689
1145,1310
2910,159
1629,1225
675,243
94,509
1505,106
2585,159
1266,689
253,1371
318,100
3672,46
958,108
3912,108
1154,112
4773,763
719,1310
3148,295
1773,1074
302,427
1503,283
275,232
2852,189
762,1074
1083,276
1576,425
326,584
267,5
894,32
302,1371
806,353
2805,283
1759,1371
2525,268
431,206
1621,749
1001,106
188,470
424,763
1503,206
2336,106
1495,5
2984,933
2473,793
324,196
253,665
3108,221
3727,112
248,425
1278,933
99,693
174,654
318,749
603,542
861,590
3672,749
29,933
29,175
619,427
1197,46
334,527
2331,283
977,11
220,933
1020,221
1021,283
980,100
1853,175
3653,106
516,104
687,97
1474,5
2042,268
197,243
229,81
1467,470
373,321
945,335
372,590
3746,112
2379,527
2135,189
720,509
1278,1393
2154,590
508,425
318,950
2931,584
140,11
275,5
528,232
655,187
1527,793
195,108
2189,159
1413,335
2206,398
2049,411
205,221
2108,206
3980,97
45,141
904,807
1649,665
99,689
599,5
163,206
98,542
2067,283
101,495
723,335
1432,398
3481,97
1742,1371
816,584
1599,243
1336,441
556,1553
1528,112
45,102
2042,584
1599,689
516,398
1649,295
917,1310
3777,97
3585,206
3659,102
2514,100
1070,689
1850,1774
2681,280
3399,349
894,5
932,283
2507,470
140,369
1087,108
836,268
2446,187
1668,425
3909,842
282,689
1210,97
1677,221
2073,280
1336,81
1647,950
5540,590
1462,353
2627,693
2993,369
2519,141
1826,527
1360,369
1068,97
2989,1074
174,104
1786,807
1154,749
1578,295
2150,295
140,527
931,187
1382,950
29,1774
2735,268
1087,369
748,280
2931,175
556,206
1266,933
1382,845
2411,845
49,842
686,280
1469,206
2993,595
3948,187
334,689
4624,654
440,470
2091,243
1599,268
1070,141
1327,141
1360,842
282,1774
1373,106
1527,398
1382,100
1469,335
334,590
2157,97
1629,1371
2635,100
103,81
1413,232
3148,542
1526,842
2680,527
567,411
1145,97
2995,398
823,369
1731,1393
619,1774
3229,196
1528,542
5409,1225
6,5
267,749
2783,470
99,112
1197,335
511,81
377,335
2162,369
1145,842
1711,425
574,842
2413,280
2783,81
1676,5
574,1353
1649,654
2680,1393
1873,268
4153,933
326,81
377,689
4280,1310
519,590
473,206
3196,268
1527,106
1881,793
2067,654
2775,283
2189,5
1814,102
1632,689
806,189
1527,175
1422,106
274,5
1583,112
473,141
1252,196
1000,295
686,159
969,509
917,763
119,527
723,232
2355,509
2931,689
869,793
1761,1553
619,81
1474,141
2597,542
3524,845
3657,1225
1001,425
275,335
980,104
1642,141
205,590
1814,108
4773,842
3481,295
2413,175
426,527
3207,763
2673,398
1040,369
1032,46
4365,527
977,283
1711,349
1052,232
2244,189
397,5
29,1393
1509,102
1414,100
226,353
796,108
1525,11
1322,321
1145,933
253,793
320,933
94,141
10,933
1454,232
2741,509
574,349
2485,411
2735,196
1668,950
806,842
2931,1774
2681,106
1688,411
3912,1371
4280,108
2690,102
873,32
105,369
3130,689
410,495
31,411
2597,106
1526,97
2049,100
574,100
1505,100
45,5
686,584
1648,584
3126,689
1192,527
3948,283
2108,159
2526,196
188,206
1602,46
1599,749
2162,32
945,349
424,1310
2413,398
107,1553
1632,206
730,527
1583,527
2652,763
2690,196
588,584
1087,243
1552,654
1047,5
991,321
1249,369
1526,584
3148,527
1373,542
302,689
282,411
4574,595
3912,102
1386,689
4241,689
1048,398
1170,321
2067,665
945,243
1073,427
134,1353
519,542
1602,1371
1526,425
1083,106
5903,11
3524,46
1633,584
1073,97
3126,141
2411,100
3727,950
1253,749
873,276
2525,495
1053,369
1804,295
320,276
403,11
287,590
1668,411
613,411
2673,1225
1192,159
2585,542
3087,1774
412,845
656,749
3416,842
1990,97
3087,807
1513,268
287,335
372,335
1599,369
2427,542
2652,398
1222,665
1428,221
4773,1225
755,398
253,104
695,283
4151,763
2514,845
723,187
3481,470
2135,1353
1040,495
348,427
397,159
1513,349
1881,189
2097,542
3207,398
1527,584
1602,1353
2597,527
2409,283
2514,206
326,141
134,108
1252,243
2078,1371
1382,842
2331,584
652,595
1503,335
520,933
1266,749
473,427
197,369
1711,527
2852,807
1528,749
2497,527
652,159
1946,46
2783,411
2597,425
2324,268
1116,654
3309,159
603,159
1677,141
1759,1074
1081,1371
1322,5
2681,5
2852,1074
1073,295
918,268
1492,97
588,276
10,842
806,280
1599,5
1304,425
2206,280
2409,1774
1676,175
3207,441
2091,189
49,527
3126,276
3777,807
1022,1553
1352,102
3130,693
946,159
1526,280
111,106
426,807
720,1371
4574,495
3672,353
2067,206
675,159
1401,1353
841,584
516,349
4155,81
267,495
2840,221
3524,112
4151,353
2135,295
528,595
174,1371
526,283
3108,112
134,321
3527,693
1001,1774
965,1774
3148,46
1414,11
686,665
719,280
1432,243
1116,398
10,100
473,425
2690,5
1413,584
2276,206
352,104
3653,112
632,108
2936,97
1853,97
1526,283
2840,243
704,693
1759,509
2931,335
1881,665
2936,654
511,141
1503,425
1778,763
3948,108
861,206
1401,335
1917,425
410,187
777,654
1708,243
279,933
324,369
686,189
2297,46
1469,106
2627,411
5903,425
1309,11
1736,763
656,46
4011,349
2507,243
3980,104
980,441
588,689
2108,1310
294,793
2752,950
1428,950
1526,542
1804,102
2526,933
844,584
2244,104
1503,411
31,527
1197,590
1386,349
692,665
2379,349
1052,243
1778,1371
2805,411
1020,11
1070,1353
3948,276
2024,749
473,1774
945,1393
1073,189
119,411
3819,665
2485,527
816,46
1778,108
2585,693
2993,206
1309,425
2984,584
861,842
270,104
287,106
1993,527
687,221
2324,276
2488,243
613,1553
2632,283
1327,106
588,369
3416,1225
804,187
1917,11
2648,108
1177,590
1000,1074
2446,353
1083,590
1114,950
1145,283
253,81
2473,141
1001,527
3914,1774
103,542
2473,1225
917,11
1120,842
1677,427
1462,46
730,335
983,106
539,295
4624,1774
1386,141
2635,527
4365,425
1990,369
1773,793
518,1371
1454,584
881,470
94,159
1203,441
275,102
1304,106
2720,206
2244,295
94,584
1751,206
3659,232
49,595
1633,335
2775,335
2276,1553
653,398
1648,283
2840,349
2413,46
1432,793
1742,321
1322,141
762,106
873,268
2995,427
2514,112
1509,100
348,283
1917,280
2680,106
2111,159
556,159
248,196
359,175
414,495
695,32
1309,441
792,665
1798,470
2648,243
1761,933
836,232
913,81
1360,335
2024,108
1087,196
2720,268
2690,243
1309,1074
841,689
3974,106
594,232
609,584
2135,353
31,106
4280,187
45,495
1509,595
494,527
2673,1774
2097,321
1576,411
516,221
3309,11
2067,11
2448,196
1592,1393
762,295
1873,1310
1688,106
1370,542
2162,276
1414,295
2157,793
1798,1371
989,106
1413,689
938,933
3912,243
4155,104
1759,175
105,11
293,349
226,1371
174,1774
1527,112
99,349
1759,441
1040,81
1711,11
473,1310
1761,221
2852,441
226,427
1177,276
220,97
1154,321
2910,527
4365,112
1047,495
4155,108
2078,1553
603,527
969,1774
1853,221
5540,335
1469,187
2379,232
980,280
188,1774
2735,5
31,933
2276,221
980,11
823,470
1160,441
1778,295
3777,527
397,295
1527,427
3164,595
3229,1353
2965,411
320,243
1708,1393
918,1393
1583,411
1990,689
1505,425
2276,1074
3130,425
3481,411
1873,933
377,232
2091,1393
1528,950
508,349
1352,321
594,243
3746,349
748,32
1145,295
1688,243
403,425
1177,108
1526,5
2720,232
2488,196
101,693
1786,1074
873,689
1474,11
687,349
1503,276
