p23_1,p23_2
23,1600
222,2099
207,1014
47,1014
76,2516
84,2015
55,1084
182,2099
227,1307
156,1059
74,1059
156,1014
312,2516
207,1190
128,905
109,1561
399,1306
23,2516
136,1306
51,1404
356,2015
47,1620
207,1620
72,2516
238,2516
190,2015
312,1307
361,1600
55,593
227,1404
39,1305
64,1392
190,1014
39,1561
72,2007
136,354
227,1306
136,1307
312,1084
399,1561
25,2015
39,1499
109,1059
62,1190
222,1306
2,781
2,971
190,1375
182,1190
62,781
207,781
41,1306
361,1014
156,1372
404,1059
62,2007
84,1305
423,2099
209,905
207,2007
35,1307
190,1305
74,2516
149,1392
14,822
207,1561
39,1404
23,1306
2,1307
222,1059
47,1392
356,822
84,1257
342,1257
33,354
238,2015
33,1307
238,1190
41,1369
222,2007
149,1307
423,2516
109,354
68,1306
558,1059
86,2099
190,1561
72,905
68,1059
558,905
342,2015
41,354
399,1620
581,1369
207,1306
399,1307
136,1561
342,593
227,1033
423,1600
39,1620
342,354
74,1620
423,1307
136,2007
342,1084
233,1372
23,354
238,1033
51,1190
222,1620
14,2015
581,1190
39,822
404,1190
25,1033
261,1257
356,1620
404,1600
43,1375
182,1375
43,593
74,1600
51,1014
74,1307
60,1059
25,905
39,1307
361,1305
68,1404
222,1392
47,2007
41,1014
23,1620
151,781
47,1561
68,1372
227,905
84,1084
190,1033
25,1372
238,1372
2,905
227,1600
17,905
33,593
342,1307
238,1014
404,1033
182,1084
581,354
86,1369
207,905
128,1372
64,1404
17,1499
128,1499
62,1375
86,971
154,822
2,1499
62,1257
209,354
361,2516
261,2015
14,1307
207,1372
14,1600
342,1561
128,1014
202,2015
2,1305
23,905
238,2099
222,354
64,1059
136,1392
342,2007
361,1307
51,2007
222,781
51,1561
182,2516
84,1369
182,1305
149,354
356,1561
222,1307
51,1392
356,1600
222,1600
190,1372
2,1014
423,905
86,1190
399,1392
233,1306
35,354
23,2099
76,1375
41,2516
154,1620
41,2099
41,905
23,1499
581,781
86,822
404,1375
47,354
86,1620
41,1305
51,905
74,2099
207,1600
74,354
227,1014
261,2007
76,1059
25,1307
222,1257
190,1084
14,1392
209,1499
399,2015
84,2007
14,1561
35,593
136,1600
344,1059
17,1305
312,1014
156,1404
136,1190
17,593
136,1014
261,1404
209,1375
43,2516
43,2099
558,1600
86,2516
25,1392
404,971
356,1033
222,593
33,1084
261,1305
207,1369
39,1369
558,1372
312,1190
202,1305
581,1561
154,1033
76,781
356,905
2,1190
25,1404
68,1392
423,781
156,1257
558,1392
151,1014
209,1306
404,1369
344,1305
128,2516
423,1014
64,1033
72,1033
84,1404
14,1059
222,1561
62,1600
35,2516
342,1404
55,781
182,1561
261,1084
35,971
39,1372
190,1190
149,1033
404,1561
64,2015
581,1404
84,354
227,1257
35,2099
17,2099
17,781
156,1033
151,354
361,905
33,1561
62,593
423,1257
51,1059
404,1084
209,593
47,1190
238,822
207,1499
39,1014
23,1014
23,1392
361,1084
361,1499
39,971
41,1499
238,1600
109,1257
33,905
136,1059
64,1084
238,2007
43,1499
74,1392
209,1620
361,1561
156,1499
2,1600
261,1033
190,1257
62,2099
17,822
72,2099
51,1305
209,2516
109,1404
423,1499
209,971
190,1307
227,1561
41,1404
581,1257
149,822
76,822
558,1306
182,2015
60,593
86,1014
86,1392
356,593
55,354
361,1190
558,1014
136,593
207,1307
84,1375
51,1499
72,822
399,1372
35,1190
261,2099
25,2007
261,2516
423,354
43,1033
361,2007
60,1372
68,2007
312,1620
227,1369
154,1375
35,2015
35,1369
209,1369
128,1305
64,2007
312,971
14,1190
136,1620
151,905
86,781
47,1306
342,1372
43,1305
423,1561
74,1561
109,971
25,1059
60,354
47,1404
17,2007
17,1404
207,2099
261,593
109,1014
182,1014
39,593
202,1600
33,1600
23,971
344,1392
14,354
76,593
558,1499
156,2007
76,1190
55,1600
60,1369
128,1033
60,2015
209,1059
558,822
182,781
202,905
76,1392
51,1307
47,1059
128,1620
581,1307
35,2007
76,1620
62,1059
68,971
149,1059
261,822
43,1084
399,1600
55,2015
43,1600
361,1033
344,1369
404,1392
128,2099
149,1305
76,354
136,2099
23,1190
202,971
109,1499
423,2007
399,1059
109,1392
74,822
72,1305
25,1499
41,1600
156,781
156,1369
33,1499
312,1499
68,1190
2,1306
109,1375
312,1305
35,1059
344,1372
2,1561
41,1392
182,354
209,1014
356,1392
222,1499
156,822
361,781
154,1014
43,822
84,1190
62,1404
361,1257
399,1499
86,2007
62,2516
344,593
356,1306
356,1372
227,971
227,2007
64,1257
72,2015
33,1404
14,2099
68,781
209,2099
47,905
202,2099
404,1014
156,1084
209,1372
399,1033
55,1375
156,971
207,1257
312,1561
238,905
342,1369
2,1372
222,1305
312,1375
154,593
312,1372
60,1392
60,1014
39,905
76,1033
109,2007
202,2516
581,2516
227,1372
47,1600
39,2516
581,2099
207,1375
149,1014
84,1033
361,1620
154,2007
342,1499
25,1257
68,1257
43,971
23,1305
423,1084
136,2015
72,1561
47,1307
68,1375
25,1305
423,1305
60,971
109,1620
154,1059
2,1033
86,1084
62,1014
62,2015
68,1305
233,781
156,1561
35,1033
261,1375
202,1620
404,1620
109,905
43,1307
154,1306
423,1306
222,1404
207,971
404,1372
154,1369
342,971
149,2015
207,2516
190,2099
84,1600
558,1620
227,354
202,1499
47,1372
261,1600
35,1306
23,781
312,1369
55,1561
344,1033
356,354
23,1375
60,1306
33,1375
227,1499
64,2099
35,781
136,1257
60,1307
17,1190
14,1499
55,2007
41,781
68,822
190,2516
423,822
84,593
68,1620
209,1307
182,1033
109,1033
238,971
76,971
233,2516
233,2099
233,2007
64,1600
227,1375
25,1620
76,1084
84,1499
51,1375
558,1404
17,971
399,1375
17,2516
35,1257
17,1620
202,1392
361,1392
109,1306
51,1257
74,2015
154,2015
202,781
14,781
156,1392
558,1084
209,2015
41,2015
261,354
182,1372
399,1257
156,1306
151,1305
47,1305
233,1600
60,1600
55,1306
68,2015
14,2516
60,2516
149,1375
356,1307
207,354
25,354
182,1600
43,1372
581,1084
72,1306
227,1059
238,1404
581,1372
17,1014
404,354
128,593
128,2007
2,2007
342,1375
342,1190
14,1620
25,1600
399,822
109,593
190,1306
222,1084
233,1084
261,1190
39,2099
14,1257
156,1600
84,2099
43,1059
2,822
35,1305
207,1392
558,2099
558,2516
342,781
356,2007
154,1561
154,1257
312,822
74,1375
344,2099
17,1306
581,971
2,1620
202,1257
43,1369
344,2516
202,1561
154,1404
33,822
41,593
74,1404
344,1600
154,1305
47,971
51,1620
344,1307
581,1620
55,1499
51,1600
23,1369
109,2516
356,1404
86,1600
74,1305
404,2099
399,593
62,1306
128,1561
404,2516
43,1306
14,1033
74,905
233,1369
136,1084
35,1561
581,1499
149,1404
361,822
33,2099
261,1499
68,1369
33,2516
209,2007
55,1372
39,1257
404,781
76,1305
356,1499
41,1190
151,1257
72,1190
209,781
261,905
404,2015
74,971
399,2007
2,354
41,971
128,1190
64,2516
72,1014
17,1369
17,2015
238,1059
2,1084
84,1059
154,971
312,905
190,971
136,781
39,2015
344,1014
202,1084
41,1307
156,2099
151,971
233,1257
43,354
62,1561
312,1306
51,354
76,1404
72,1392
151,822
47,1369
136,2516
14,1084
227,2099
356,1084
128,2015
76,2015
72,1375
17,1307
84,822
190,905
423,1190
55,1305
51,1306
62,1620
356,1305
84,905
581,1306
154,781
202,1033
581,822
76,1257
182,1404
60,2099
202,1306
202,1369
156,905
154,1600
55,1257
404,1306
17,354
356,781
76,1307
233,1404
558,593
43,1190
581,1392
207,1084
423,1620
55,1014
39,1084
84,781
84,1392
136,1499
76,1014
17,1375
60,1190
64,1014
261,781
68,1600
151,1033
312,1257
109,781
558,971
399,905
2,1257
128,781
25,1375
344,2015
35,1499
238,1305
60,1375
151,1084
222,1375
136,1369
342,1392
84,2516
209,1257
190,2007
14,2007
23,1372
149,905
344,1404
202,2007
238,1499
238,593
25,1306
207,1305
41,822
233,1499
356,1257
344,1375
399,1014
404,822
233,822
227,1305
35,1014
2,593
151,1307
33,1059
312,1033
558,1307
190,1392
312,593
60,1404
404,1499
423,1059
222,1369
84,1307
581,1305
41,2007
128,1257
86,1307
128,1392
190,593
344,1257
109,1372
342,905
156,1620
261,1307
84,1306
14,971
55,1620
55,2516
261,1561
17,1561
25,971
17,1392
233,905
233,1190
151,1190
47,1084
190,1369
74,593
109,2099
74,1372
14,1369
33,1306
423,1372
33,971
35,822
238,1561
154,2099
151,1392
233,1392
109,822
209,1600
39,2007
151,1561
238,1375
60,1305
423,971
43,781
227,2015
55,1392
182,2007
151,2007
399,1404
227,1392
356,2099
581,905
423,593
261,1372
39,1059
64,1305
33,1033
14,1306
136,822
404,1404
312,1059
190,1620
581,1059
33,1369
47,822
136,1375
149,1306
149,1369
41,1375
156,2516
182,1059
86,1404
151,593
344,905
202,822
86,2015
17,1600
51,1084
2,2015
222,822
109,1369
149,1372
35,1375
41,1084
238,1307
47,1033
344,781
361,1059
76,1600
68,1499
23,1307
190,1499
151,1369
190,1600
68,1014
86,1257
227,2516
222,1372
238,1084
2,1059
64,1307
86,1375
238,354
261,1392
209,1190
74,1014
128,1306
222,905
68,354
136,1305
238,1392
33,1620
14,1014
43,905
581,1375
233,2015
35,1600
344,1561
151,1306
182,1620
35,1620
209,822
233,1059
151,1059
17,1257
25,1084
60,1620
151,2015
182,1499
342,1014
23,1404
60,822
39,354
43,1404
76,1369
202,1375
51,2015
581,2015
109,1307
558,354
60,1561
62,1369
64,1372
207,593
35,905
202,1404
47,1375
423,1392
62,354
149,2099
190,1059
182,1369
361,1372
72,781
202,1190
149,1499
356,1190
238,1620
233,354
47,2516
156,1305
128,1375
33,2007
109,1190
76,905
233,971
25,1369
41,1372
128,1404
55,905
62,971
55,2099
149,1084
207,1059
344,1190
202,1307
43,1257
342,1059
25,2516
72,1620
2,1404
41,1620
39,1375
154,905
312,1404
558,1369
86,1306
182,1257
151,1600
33,1014
151,1375
312,354
128,822
35,1084
74,1499
558,1033
312,1600
51,593
62,822
64,1306
356,2516
342,1600
238,1369
86,1033
23,1561
261,1059
68,905
227,593
25,1190
404,2007
55,1033
86,354
361,2015
2,1392
17,1372
399,1305
