p1_1,p1_2
84,61
238,452
558,1747
238,1615
151,1531
47,810
190,1223
43,637
202,910
74,1766
33,871
182,1772
17,534
581,85
581,717
43,1438
261,1224
68,803
209,1542
41,1173
182,40
74,634
361,550
190,1534
25,1575
136,1723
399,1787
35,442
356,884
68,164
154,1747
558,1195
47,1813
72,799
76,1570
51,674
84,1816
128,678
190,1800
261,879
344,303
222,75
233,573
74,442
151,1693
128,65
233,1838
227,1839
84,1015
25,949
222,924
222,463
86,1351
86,851
222,1588
35,551
17,1861
261,1049
154,1862
64,44
227,622
76,1514
25,322
33,311
128,1871
39,783
25,1872
190,61
136,1876
35,1877
202,1772
72,831
23,1883
33,378
41,1643
581,1889
222,1010
154,786
2,1890
47,1481
423,439
190,1897
14,1098
209,614
344,1685
182,1461
2,1924
47,1643
149,1927
399,614
74,576
149,955
17,690
33,325
68,362
156,1514
190,773
43,223
33,783
72,1368
62,1960
2,137
238,1575
149,1430
128,203
64,1976
86,1979
136,170
55,1450
404,1308
136,1472
156,848
33,1992
41,1994
47,416
202,127
222,1679
344,600
2,1478
238,2004
156,2005
151,663
41,1136
35,343
35,212
109,448
72,383
47,2023
207,874
399,315
14,672
64,906
423,18
128,862
51,59
55,833
209,457
128,1041
60,2052
342,1124
2,311
222,2053
558,1577
74,874
128,2055
2,246
86,250
33,955
404,1556
190,436
51,615
51,1313
207,810
156,952
25,1356
14,952
207,1588
72,596
17,1563
156,1063
202,1368
76,52
35,1063
207,303
151,1123
261,116
14,400
84,1877
151,2088
190,239
227,217
72,2096
356,2103
361,194
2,2005
84,2013
202,1407
68,1516
151,322
47,400
55,2110
64,1359
342,2112
25,1391
25,212
39,2127
227,364
62,1534
222,2130
209,1328
312,2132
74,191
361,223
35,301
17,357
209,627
55,1876
361,34
361,1318
344,1046
261,2144
128,432
361,69
74,115
55,2005
207,2127
72,1195
47,458
55,1679
33,322
68,2161
149,633
312,1198
209,684
23,642
2,364
222,1570
60,1573
14,2023
238,627
154,1030
86,1766
342,1195
209,2192
202,533
238,52
209,18
151,2210
207,831
182,910
261,1979
68,821
312,679
86,2223
35,642
227,1424
207,363
33,1663
149,696
2,152
238,1104
190,313
156,1240
190,502
209,439
207,442
233,1655
154,1157
47,193
156,2110
233,747
207,1800
156,480
222,1473
154,878
51,1531
109,615
86,203
182,522
60,764
60,2267
86,2273
128,2274
558,507
47,1143
151,124
60,1876
14,2008
156,663
404,826
84,2300
68,2113
182,955
128,208
33,1889
361,475
404,2315
60,1514
62,1560
227,634
190,422
14,2327
356,911
47,1772
62,948
86,127
72,1186
68,2349
33,2351
25,1838
17,1328
261,2096
261,1531
128,1534
149,1356
51,955
86,2365
17,2369
109,463
361,1072
25,2371
72,1407
136,982
356,1927
47,764
238,502
404,362
581,522
41,1714
33,1861
41,77
149,2392
62,1423
14,1519
190,2406
423,680
202,713
68,1308
209,1924
17,378
238,171
14,1359
76,627
109,1562
361,439
39,2192
342,2433
17,1605
68,2440
62,2441
344,1605
149,132
312,73
84,2451
68,683
342,955
60,1643
55,797
55,77
136,888
156,2465
581,2113
43,764
74,379
156,2470
207,862
356,1062
423,910
136,779
25,617
190,204
361,517
222,1560
51,884
344,1049
84,2490
2,952
25,580
60,170
227,42
423,821
202,2499
86,169
23,2506
356,871
25,3
361,436
43,1772
2,1534
190,34
68,2517
76,2055
43,2518
261,643
33,679
156,1714
156,286
136,1003
74,871
60,432
86,2274
156,124
33,442
182,317
41,2536
233,155
47,978
581,2540
17,204
55,576
72,400
60,124
47,1562
149,1960
344,925
43,1286
17,171
261,2406
23,1135
156,797
72,1313
47,2013
25,1461
233,436
356,2005
33,833
23,3
238,2571
84,416
342,378
68,2371
404,2579
156,115
238,2113
222,59
261,1508
233,24
558,747
154,1871
23,2088
399,15
68,2584
312,683
154,448
209,2343
344,872
25,911
136,851
209,169
33,642
128,2365
86,2005
62,1890
190,879
14,402
222,466
233,437
74,2610
227,1088
47,1146
60,239
149,1714
344,1924
404,2327
190,1123
14,978
72,152
51,1134
47,124
43,1137
17,1848
233,1342
233,1839
43,1644
14,315
399,395
86,436
43,2343
128,247
25,1041
558,2642
68,1377
227,1472
558,1655
404,93
14,137
17,1889
238,2584
207,911
41,459
47,1115
2,447
41,2110
404,2053
86,170
74,848
76,536
356,610
25,821
74,1248
86,1472
33,73
39,1082
55,286
25,993
72,1282
60,617
33,1195
86,2103
356,874
23,475
17,169
72,1630
74,1301
74,1913
202,1871
423,993
581,347
238,2470
581,384
33,721
361,1685
261,637
68,212
14,1927
136,250
154,1542
72,1516
109,1377
62,1185
76,747
33,851
207,2096
72,1342
136,1123
238,2753
342,1450
64,772
25,543
41,2754
581,678
404,1705
14,2088
399,1137
68,44
14,596
233,2763
47,684
558,826
68,59
74,638
361,1439
17,924
60,137
238,1134
261,831
190,948
47,1132
151,536
190,1723
41,1575
35,322
342,896
558,535
207,1072
190,2753
312,848
35,1423
154,1534
233,1691
154,1424
86,2441
202,1098
342,1198
14,2270
128,446
84,193
190,1146
154,1356
233,993
76,208
41,2813
182,219
238,2274
74,2815
156,2642
14,2465
109,2818
2,1655
76,63
76,1377
202,810
356,1705
156,1082
55,1787
182,118
209,993
39,862
109,445
190,2274
151,44
151,948
2,600
84,848
344,315
344,2096
238,402
23,42
202,1813
356,1267
399,1655
109,1560
2,878
23,1570
190,42
342,1456
76,269
202,673
151,1722
227,638
136,1644
404,2881
109,672
43,831
86,1691
190,1483
17,1924
261,2103
84,1913
356,1563
361,1772
55,1003
72,772
344,1318
2,183
261,1282
356,87
23,1450
41,480
43,2909
76,620
39,93
202,1738
222,1481
209,944
17,679
151,408
209,1876
43,1049
17,40
43,2924
149,1839
233,1714
47,2927
51,643
227,1615
25,194
558,153
312,2932
17,1506
62,65
182,885
33,2754
33,1693
423,241
14,453
342,854
404,408
17,1063
25,2131
312,66
149,2444
312,1531
423,944
154,153
233,2754
51,1861
344,437
399,314
14,2971
2,673
60,48
227,1848
84,219
109,1270
60,1542
404,87
149,2571
43,871
33,1046
361,534
76,1714
33,536
74,85
51,1224
51,1594
404,3003
151,862
261,1424
55,774
55,116
74,40
356,1992
190,1137
190,634
33,2753
202,1424
39,2236
136,2055
207,1368
33,1179
72,1582
207,453
74,452
207,2371
233,1438
2,319
356,292
47,826
404,1877
33,879
17,249
207,2518
261,1009
35,1136
60,772
222,1009
72,1289
202,576
43,721
312,1563
74,833
68,1473
17,1730
23,1351
14,2818
62,572
342,2053
182,435
190,1691
581,948
261,872
35,1115
344,1508
64,1714
361,1506
35,831
233,783
222,191
149,1245
154,1813
151,1738
356,301
43,799
64,446
64,118
361,1098
60,1046
361,204
344,1644
209,2365
43,77
238,417
76,683
62,3105
74,2441
342,129
128,773
233,1537
35,1308
399,955
35,1556
2,1472
154,1876
261,1876
109,596
154,1359
2,1161
55,1556
39,786
581,1104
76,2642
68,2490
136,854
35,383
356,633
190,1158
356,833
33,2005
261,1301
207,1598
41,1514
356,1195
202,363
361,247
47,1098
581,1594
68,910
60,924
55,799
109,662
43,301
356,298
41,2113
128,1423
136,2909
84,203
356,559
151,1086
423,517
109,357
41,1876
33,506
62,85
17,483
43,536
39,2005
25,525
190,2754
68,422
17,3159
361,2096
64,322
202,1685
423,250
51,3185
399,783
261,663
84,228
149,1377
14,2440
261,638
227,137
404,2088
222,3198
25,417
156,116
136,1456
344,2144
14,143
154,888
202,1766
202,1063
154,66
76,662
55,1318
14,2131
72,1377
76,2236
76,1135
25,3227
207,59
233,447
64,1913
68,2813
76,679
23,597
62,127
312,436
342,1483
558,2371
238,459
23,1685
35,535
136,436
14,690
68,1072
149,2584
261,535
136,364
156,690
404,2131
33,2610
558,2490
84,212
558,1848
2,663
558,1686
41,1450
342,1135
25,774
149,2013
86,2440
109,1041
60,1312
39,315
84,772
404,435
222,1391
43,2270
25,1313
344,559
25,171
64,1132
202,582
558,1072
47,2053
35,408
60,1877
356,1134
128,910
404,721
17,2192
154,383
399,311
149,1588
238,1135
312,924
2,2088
23,1089
17,2924
209,453
312,146
404,1506
342,2753
62,3328
149,3333
33,2441
227,1605
14,2534
209,885
14,1735
222,1747
342,383
60,843
62,2584
151,1582
17,627
47,1424
423,1438
84,3105
39,3357
23,878
35,439
423,2813
25,218
361,2236
68,325
60,2365
72,674
261,698
84,2579
238,1994
312,1876
62,1072
151,630
74,1104
312,2005
182,150
558,955
238,620
128,1195
149,683
361,1590
33,1872
558,384
109,315
128,69
23,902
47,292
86,379
41,949
209,314
182,191
227,3328
55,2267
202,343
149,2465
62,1588
156,383
312,821
35,572
233,2518
151,432
64,1531
136,1663
17,1135
342,286
238,885
227,36
64,164
60,1088
202,888
399,1364
227,2579
156,1355
64,1472
76,66
2,1848
74,1605
55,667
423,319
84,3333
151,1046
344,879
233,2932
207,1483
84,1655
404,678
342,2274
227,246
84,2088
238,717
261,292
72,172
344,124
33,1976
209,803
35,44
261,1800
55,3463
261,1318
86,1608
2,1127
238,831
39,642
74,1960
39,317
151,77
399,1439
43,3185
356,507
51,667
128,982
361,1135
43,1186
128,1239
581,254
14,862
68,3333
72,582
238,672
202,783
344,69
344,551
233,432
238,576
51,735
233,896
581,2005
261,228
238,445
261,357
86,234
23,378
312,878
207,1359
74,204
190,1450
404,2506
109,522
60,75
182,254
84,2349
238,1772
361,1124
51,77
399,2132
51,1848
35,384
404,1862
64,1692
62,24
182,502
156,1328
581,1514
23,192
47,696
33,1560
227,3159
128,2433
72,797
60,783
227,1876
356,1161
399,684
151,2518
227,1655
51,85
227,1359
74,878
154,685
342,576
207,1686
227,1248
361,395
136,1105
74,600
33,1176
64,3559
207,1240
39,300
136,66
361,582
76,2818
25,1542
128,617
109,532
202,3003
136,1839
423,862
312,614
47,1506
227,872
39,458
74,1655
51,447
399,137
182,1643
261,1015
154,343
64,3607
84,1588
581,2753
202,2053
136,1516
581,180
312,1872
238,118
86,2144
156,888
233,180
356,721
60,132
14,1582
25,127
23,93
43,164
238,1738
151,779
261,2270
35,685
86,193
344,1608
423,483
156,1010
25,622
17,2818
64,633
84,3645
182,551
51,579
72,40
156,993
207,1723
55,319
344,191
62,2470
14,442
128,1136
356,1270
64,1124
25,1839
558,1439
43,2351
207,2813
227,150
72,1615
128,110
41,506
86,911
17,1481
344,773
43,657
344,1011
14,831
84,1123
2,269
35,1146
399,533
312,2223
68,783
149,127
344,2433
154,620
581,436
151,747
2,40
35,1328
558,2518
344,2795
399,203
43,298
51,286
86,1198
25,460
68,760
399,3698
39,1173
233,3699
151,1089
35,803
227,878
109,212
84,563
182,1627
222,1115
23,1848
23,322
154,2406
64,1248
60,614
14,2127
64,982
2,3699
72,379
25,1766
312,906
60,1582
136,874
344,1115
109,550
51,1146
60,3726
261,1391
74,347
35,378
233,2053
342,902
33,862
74,2130
74,298
33,1355
182,2642
35,667
361,884
76,722
86,459
399,1862
39,1862
238,2818
361,118
423,322
342,1516
312,1979
23,1766
109,3357
182,311
423,1173
51,576
25,1861
209,910
35,874
222,1011
2,2392
55,617
62,633
23,2023
202,435
136,2349
207,952
17,1240
17,1570
33,2971
227,2274
74,1570
399,2008
14,343
233,1049
581,1590
35,982
84,551
55,1838
17,1531
202,322
182,446
128,598
23,1364
2,52
55,155
312,292
261,315
581,458
23,170
342,1359
151,803
72,944
356,18
84,2023
74,2753
17,620
14,129
23,774
209,821
55,634
76,1186
156,507
209,884
356,1041
84,298
109,155
202,2132
233,506
209,239
361,1456
312,948
84,1663
62,87
222,1430
222,826
202,1663
128,1086
60,906
151,3845
404,2818
17,1556
84,880
151,1423
109,1063
182,1556
14,534
404,2584
154,246
182,2571
238,383
109,535
399,345
207,2103
62,2004
558,1678
33,1015
356,2351
342,1245
109,2273
55,408
233,1179
423,854
222,1456
261,1534
344,1433
151,15
136,2131
356,437
423,874
222,1992
17,2315
62,721
312,1679
47,1693
190,3901
399,1015
361,1351
74,550
202,2300
404,1312
128,747
238,871
209,911
156,634
25,483
55,507
238,3699
344,1286
76,576
342,1088
109,446
55,535
227,1483
68,1877
342,435
47,1976
342,2351
136,3931
39,1355
41,657
404,157
136,319
558,303
128,685
128,315
222,854
404,3198
344,2210
342,620
222,314
190,228
51,773
64,1800
190,3105
33,1010
581,764
43,2113
25,3185
109,153
25,925
342,1685
86,1663
342,313
64,286
17,1772
41,1088
154,118
312,862
209,132
25,610
60,1176
261,1472
261,1381
156,1424
558,2210
128,601
312,40
23,1312
558,563
109,364
361,1723
312,152
47,3333
43,2349
182,1876
361,924
25,75
35,115
39,239
109,630
361,2813
238,698
238,3003
43,1483
361,1123
25,643
149,786
222,1556
109,217
344,563
182,1816
41,157
149,311
86,3159
356,1098
404,580
136,1582
238,325
581,1678
86,1377
72,1605
356,2932
344,774
227,448
154,395
207,779
182,1787
47,580
344,1472
404,799
342,24
84,1312
233,1594
74,1161
41,1368
558,774
209,1456
51,1890
202,2517
202,219
136,234
182,1082
33,1430
41,1377
35,627
233,44
43,683
312,1519
17,322
64,303
25,250
68,1730
261,110
62,1218
86,1010
356,4057
312,52
84,65
149,1924
344,3198
23,286
62,286
227,3
156,601
43,884
423,1157
399,1224
238,75
356,1072
342,1772
109,2267
207,747
136,1224
39,797
399,1605
558,1590
47,1461
72,452
14,1705
238,722
128,948
154,1598
344,218
68,1772
23,2052
2,1686
149,1679
261,2499
86,3105
51,1714
261,298
404,152
41,1478
35,2433
233,480
209,525
423,1588
233,536
74,1289
261,1481
23,2642
41,152
261,910
128,1714
43,303
312,522
182,1848
207,1146
404,3726
43,2274
209,2273
39,1115
25,4114
17,1173
14,1267
233,1318
202,345
399,457
25,93
39,1685
60,1772
209,315
33,3645
356,439
190,683
64,1423
151,1424
128,24
74,2506
86,3901
423,171
84,1534
41,402
74,597
312,879
76,1286
60,1461
43,2584
207,1685
136,506
190,254
238,2932
109,2813
14,250
190,3463
261,2444
74,3931
109,1723
60,596
423,2005
33,2815
361,2210
356,1137
17,1377
344,902
74,402
399,563
68,1137
154,475
55,1489
202,1655
33,2267
86,1282
312,4198
72,480
68,2754
23,4203
207,1635
399,963
72,3185
60,717
14,61
43,1377
136,2088
207,1537
47,1889
151,952
47,2004
74,2451
356,69
62,696
227,774
68,717
68,384
55,601
41,118
227,1286
149,2795
43,1433
14,1813
33,1772
76,871
261,1582
23,1643
423,717
60,1377
222,422
72,1679
182,2371
35,770
17,1483
39,684
356,1994
62,880
356,2536
23,1088
72,357
261,2236
404,2267
76,1328
17,3198
17,2932
23,452
261,1245
74,1135
558,722
72,2441
154,1124
47,4283
23,925
156,1489
76,24
23,2013
33,127
182,192
25,1747
39,1286
109,192
60,2584
154,1615
149,2223
399,453
14,2470
72,217
261,193
344,3901
399,1481
356,379
151,3645
404,1173
76,345
399,2490
342,432
581,452
43,463
64,34
86,1136
154,436
404,773
2,2358
182,1049
149,721
84,1735
128,246
227,896
2,1185
344,34
209,851
23,1049
2,317
312,2610
41,1516
51,2365
399,110
14,2192
14,1573
222,319
190,506
62,194
35,1766
39,1248
182,362
154,1483
109,311
33,3559
74,435
404,1185
404,1355
47,422
399,1816
74,674
190,1722
182,925
151,786
342,301
109,2365
14,902
261,1679
558,770
2,1105
182,452
156,1582
17,146
233,66
202,955
51,2096
190,69
55,1588
209,292
128,1686
190,1439
33,559
128,3645
25,717
25,1615
33,4198
312,2267
41,1245
154,1082
62,143
25,2610
207,223
55,821
344,963
60,110
86,3931
238,862
344,1010
399,691
68,2909
35,760
238,246
60,885
2,1570
33,1685
238,432
41,1735
404,1627
51,452
62,217
209,2161
151,251
2,622
233,1516
342,93
233,475
68,2924
68,1897
86,722
17,153
35,155
342,572
23,1577
41,447
233,483
207,1450
312,993
581,1143
207,885
23,4114
558,1407
156,2506
64,59
109,1248
43,2315
43,2815
261,1590
151,2327
404,843
72,254
361,208
43,118
47,1508
43,446
43,172
190,600
25,2536
209,1473
361,2300
84,3699
261,963
342,2470
51,2971
62,534
43,2130
68,1146
404,319
261,2506
202,1889
151,59
342,1342
149,1976
23,1747
14,203
342,879
55,2763
404,502
209,507
35,1015
74,1011
68,2192
60,911
60,1143
25,1813
151,250
25,1848
190,480
109,1123
33,633
62,1556
202,315
156,1594
17,826
344,786
14,34
156,1224
128,1438
39,773
62,395
207,192
84,543
128,1890
202,884
33,843
356,3105
312,1730
233,1424
17,535
207,698
136,269
2,1195
581,3645
76,65
227,432
222,322
47,322
41,1135
361,2444
399,1223
23,2490
423,2131
74,1491
2,3198
64,533
51,843
128,851
55,63
43,1747
17,247
399,1009
62,770
227,770
581,910
41,3227
68,955
207,1062
76,1787
17,579
399,2579
356,2055
55,447
39,1838
62,59
72,1472
361,535
64,642
233,1239
136,862
64,15
23,124
361,446
35,459
404,617
128,241
14,872
151,1635
404,551
356,44
190,362
156,338
68,1537
423,1506
182,314
238,1312
151,1685
207,459
209,246
356,1489
41,821
43,2490
25,797
60,1282
149,1678
72,2754
404,978
62,453
60,2924
151,617
14,217
423,466
136,2113
190,164
207,124
2,1563
17,1342
41,2579
209,1615
581,364
109,2023
190,1481
312,3227
64,1368
68,536
62,48
202,1433
190,906
72,1685
222,194
128,1685
109,533
404,1514
72,1976
423,833
51,925
356,1185
62,535
64,2971
149,164
68,1663
76,1270
261,722
209,480
207,1136
356,2815
207,3463
356,517
62,408
182,848
62,772
581,152
17,250
128,437
51,146
344,1377
128,2103
51,691
60,127
356,2451
14,115
182,1351
55,1516
209,663
261,572
43,1368
74,2131
558,1318
581,1679
41,1128
64,1816
51,1049
404,2909
581,2053
202,642
356,600
60,1562
222,124
190,1473
51,1248
558,1377
156,183
154,896
14,1364
51,2909
404,2924
361,241
312,620
33,1198
182,85
47,2754
202,442
342,1424
51,2924
190,978
423,1186
361,2055
74,690
156,2441
74,1286
399,2795
151,1816
33,138
182,286
238,2052
55,1979
43,879
581,1424
23,3227
33,2536
41,3159
86,1356
227,799
344,457
68,2270
23,325
76,439
2,1514
64,48
55,3845
39,2300
25,1723
154,1816
202,1872
581,1663
558,1223
39,1009
149,2518
25,2753
84,596
399,597
62,536
84,192
312,18
43,1135
344,3185
312,2192
209,1223
190,2358
60,642
581,1692
404,364
581,292
222,1342
47,2517
190,1286
72,171
76,1691
51,1897
399,637
2,1582
154,717
25,1730
190,572
233,3
342,674
47,384
156,1312
47,1483
423,1705
151,534
558,1663
312,1245
154,3931
312,2351
68,1450
74,228
47,1560
33,4057
222,2763
238,1883
344,446
581,2300
86,300
68,885
222,1848
222,2754
35,170
423,61
74,1010
154,2571
25,747
64,2754
182,1570
238,506
74,357
342,15
581,617
361,300
154,3227
74,851
41,637
156,3198
154,1491
423,1927
190,439
261,2813
41,362
356,1679
47,143
238,129
312,36
43,963
361,1143
151,2349
209,395
190,138
64,1608
149,217
33,952
35,1643
2,1218
209,124
222,65
62,1132
128,3845
182,42
72,1994
207,1608
35,241
64,955
39,1679
39,627
227,343
68,978
238,436
17,1127
222,2274
312,3357
312,580
222,1089
344,1364
404,52
17,1575
209,115
238,1735
17,313
342,249
109,1132
74,573
74,313
74,1838
227,75
39,77
344,422
60,2132
64,735
55,152
76,685
156,896
190,2369
84,1562
149,597
356,952
238,251
581,1158
2,1224
209,2103
128,1072
207,643
423,1127
261,1240
423,87
149,1872
558,630
55,3726
356,680
182,172
109,1542
128,1570
399,34
39,152
361,1086
41,1839
423,2349
149,502
14,48
261,1351
312,1839
23,848
356,2441
238,1098
62,400
399,249
64,1735
55,1086
399,2210
209,1218
581,2273
151,563
233,73
128,2490
182,475
581,2927
356,2499
261,1046
227,1542
128,137
154,2274
51,2055
33,18
17,317
64,1594
190,453
60,315
55,1605
222,180
361,630
55,2358
312,833
342,1883
344,1132
233,150
190,317
51,2327
25,2103
60,292
47,2813
62,322
404,680
55,2343
2,506
128,1678
202,2113
68,1009
227,2795
84,345
35,2470
342,1816
151,1534
86,2518
356,3645
136,3003
149,2052
17,1872
64,432
51,116
238,170
156,3726
109,124
342,1015
51,1590
190,3607
423,1992
25,2365
233,610
233,874
51,3
581,1714
68,1136
43,1816
558,1062
344,955
86,1439
68,436
84,1787
2,685
399,208
68,1046
136,963
41,446
84,949
25,1015
149,1313
2,2451
47,1157
227,580
17,73
41,1270
74,1030
423,325
227,662
261,172
233,1381
76,1816
356,460
151,880
51,48
74,2223
17,1195
222,40
558,1143
207,483
156,2358
76,2005
361,821
35,1772
238,3931
182,1123
60,1473
182,2490
261,1570
109,1871
62,1735
238,1368
2,601
76,910
86,432
344,683
361,1015
74,300
154,1691
581,878
62,1692
202,803
23,1630
39,61
356,982
261,1839
312,576
72,1127
149,77
342,831
41,535
136,1590
151,138
47,821
207,1423
43,1456
41,1046
74,1542
404,797
423,343
51,848
2,2052
227,1461
202,150
399,1011
227,2349
86,684
344,533
356,879
404,3
35,2052
361,1897
72,1115
190,3227
154,2465
84,1630
43,1562
423,247
60,696
41,2499
76,1072
62,851
222,1003
423,579
156,1605
312,1542
356,2392
41,357
84,1019
361,2023
399,535
86,1598
399,1128
64,1876
182,93
190,249
558,2406
14,2130
136,2358
222,2113
72,2465
222,580
43,442
399,1115
558,234
74,879
209,66
55,3328
17,1368
356,1976
128,2088
356,1407
76,532
233,2815
35,2540
238,4114
190,1472
14,684
23,690
41,1848
14,1218
233,5020
72,5181
209,2406
261,322
149,1224
238,821
151,982
41,1010
17,77
227,2571
399,2013
74,146
2,848
136,1312
149,1686
356,143
399,1519
51,1643
33,2517
233,797
404,906
25,1135
312,2763
109,223
33,2103
404,218
62,1115
47,203
33,880
41,1328
207,2499
399,42
182,902
423,1605
62,982
128,2506
64,911
190,674
149,1049
356,3698
74,1472
62,416
84,52
41,1267
423,1563
74,1489
128,1179
64,525
361,1430
136,1570
207,522
238,1478
190,911
581,783
342,1813
233,1223
149,1577
151,1124
558,379
151,610
238,534
149,1643
76,1313
361,955
558,319
76,59
86,955
342,821
233,292
47,1430
72,1286
128,239
35,234
55,1573
41,384
356,1438
64,69
227,1608
261,1924
14,1245
344,1787
202,1787
209,2236
151,582
23,1342
344,949
39,1693
238,797
261,949
51,384
222,1137
35,2023
182,251
344,314
399,437
149,826
361,1407
84,172
17,580
47,155
76,4203
361,783
312,1173
33,582
68,439
25,3328
404,317
151,2534
51,203
128,212
68,313
17,48
68,2267
86,2004
23,1534
39,164
227,572
154,722
233,36
356,1537
151,118
2,2518
154,1364
156,379
47,803
149,1301
312,1179
51,169
344,1248
136,2365
25,347
558,1030
344,2518
356,319
233,1224
312,1483
361,18
47,1433
17,1143
233,1135
35,286
190,1224
581,417
51,1105
404,452
86,1686
47,150
86,378
136,3198
233,698
109,906
35,2881
109,4203
43,1424
72,446
399,978
55,40
47,906
154,1692
233,379
207,34
136,1563
51,73
361,42
261,684
25,5020
128,2052
342,2005
182,4203
47,18
190,1577
558,1313
55,85
60,1082
149,638
238,4203
