p13_1,p13_2
10813,1269
1689,838
2589,3571
10054,2381
89,9388
5424,3759
1431,3613
4229,2877
12357,6978
5217,90
9859,3613
4522,3270
6705,5041
11519,4714
4030,3270
3135,1868
12885,740
3361,838
4585,2381
4716,90
5450,3270
13050,214
5115,2417
13142,5041
7926,2284
4898,1868
4140,2417
1107,1758
10055,1758
3158,2284
8118,6341
7468,5541
8967,5541
4429,332
4030,3613
4562,4714
5014,1169
3215,3571
771,3711
2895,1333
7866,1169
13487,927
3705,2877
8147,1333
2933,3270
6588,2284
3732,1868
13036,1868
8150,7755
5081,3571
162,1868
4463,3270
10896,1169
5884,1868
6592,2221
8673,4714
752,5041
454,3571
4567,1868
13391,1758
11409,2381
1512,1868
7520,927
12146,3887
11669,3471
1431,3270
11793,1868
5832,2284
5692,3471
3281,3759
4768,4714
6471,740
4862,3759
198,3759
9649,3613
2241,927
6043,3270
4262,2417
1326,2417
3824,3613
11510,838
4238,4714
12467,9388
7270,2877
7987,13696
9714,1758
5580,332
5354,2221
4865,6341
5707,214
1297,1868
11584,1269
3656,3887
2437,927
4445,927
5221,1758
1437,3759
4058,2877
4071,4714
3508,2381
8353,1269
3507,2284
7042,2284
2129,2221
6472,6978
3257,2284
3487,1269
8736,214
8572,927
3883,90
11822,13696
5477,3711
5633,3759
5105,3471
6070,1269
11016,3471
5354,90
7279,2381
7609,2381
7933,927
11445,1758
11806,214
4896,3759
10091,3759
6374,1758
11862,2381
2418,1169
8430,6978
7041,2243
6474,2417
418,3270
1982,927
710,90
6739,1169
4025,1269
11985,3571
7186,927
6802,2243
10190,214
7209,9388
887,6978
5706,1169
360,2243
947,1868
710,9388
8093,2417
3757,2417
5823,90
10072,927
2695,332
6288,2381
7074,1758
13943,1758
9525,1758
418,2877
7201,6978
11681,90
4506,3571
13668,927
3485,332
13420,1269
11129,264
12414,1169
2878,3613
7841,2221
6009,7755
3487,90
9885,3711
11333,1758
5378,1169
3134,3887
7209,3270
6045,1868
2370,927
1103,3613
9035,3613
7895,3571
13021,9388
6285,3571
8020,3613
3748,264
3949,3759
1482,9388
7261,927
5348,3629
11565,6978
7348,2877
5479,6341
2385,3629
2634,3759
13292,214
5835,838
7937,9388
11296,2417
8451,2284
10776,4714
6738,9007
6267,1269
2238,6978
468,2221
1475,927
14816,6341
7365,6978
5217,2877
3735,2417
5779,90
13116,1758
6138,9007
883,2221
9397,1758
6513,3613
4831,2284
3335,6978
5999,3759
13069,2243
11664,1269
9283,1758
4942,214
3969,3759
4573,1269
4472,2221
3244,2221
14848,4714
1965,1868
11692,2417
8866,9388
867,3270
7173,2221
10844,1758
8849,4714
5961,1269
